sequence	d.gRodon	metadata_NSTI
2667528173	2.99459925988675	0.001647
2671180033	1.61999877876782	0.023516
2671180043	3.57454041621997	0.013135
2671180081	4.54188734012395	0.001616
2671180083-cluster	4.4948366813398	0.022093
2671180118	2.9024943938231	0.034154
2671180171	5.95415075489759	0.125172
2671180271	4.7350669282391	0.094063
2671180343	2.03708143891446	0.295826
2671180531	11.59460766835	1.201765
2671180574-cluster	1.09059103868171	0.00195
2671180628	4.40219254665294	0.003379
2671180826-cluster	11.2379924107899	2e-06
2671180893	3.64976661322393	0.003493
2671181009	1.10200703229213	0.087782
2675903014	1.99509467486175	0.001521
2675903050	6.88864813623119	0.071272
2675903052	8.05323957013243	0.041509
2675903158	10.3397301743626	0.122302
2675903223	6.81728673761644	0.048193
2675903234	3.64976661322393	2e-06
2675903238	2.72669613711689	0.00168
2675903475	11.59460766835	0.673521
2675903476-cluster	1.10200703229213	0.00157
2675903531	1.7977905708959	3e-06
2675903560	11.9625393992869	0.074901
2675903683	2.40639795315167	0.005777
2681812872	13.5547862843816	0.305458
2681812983-cluster	0.21938452661361	2e-06
2681812988	3.61195767814896	0.008753
2681813031	2.8132223964061	0.008236
2681813064	1.99509467486175	0.051153
2681813192	2.19111655142558	0.005295
2681813250	5.65207115864219	4e-06
2681813256	1.47507029450322	0.00632
2681813305	1.14887857459516	0.001584
2681813421-cluster	1.22295021309995	0.001569
2681813509	1.12519876841988	0.032054
2681813557	1.89387496802484	0.01065
2684622507	0.422785207160407	5e-06
2684622540	6.01647709406828	0.035242
2684622551	2.75523840876118	0.003994
2684622604	5.3097365589326	0.02545
2684622628	0.436201451809173	0.009
2684622633	4.13556058449183	2e-06
2684622675	3.15464808269573	0.004704
2684622831	6.88864813623119	0.221323
2684622904	5.20029633144677	0.356881
2684622906	1.06811261060103	0.053508
2684623059-cluster	2.16841817308698	0.005146
2684623091	4.83471640372253	0.00335
2684623096-cluster	4.13556058449183	0.003325
2684623102	6.53915748115725	0.003346
2684623109	0.560048571024681	2e-06
2684623110	4.26679434485442	2e-06
2684623176	0.675506657383414	0.001508
2684623178-cluster	9.61284894127334	0.00147
2684623188	1.76073588713391	0.014249
2684623203	4.54188734012395	3e-06
2684623207	0.474096376050664	0.018727
2687453177	0.972557019012219	0.003139
2687453197-cluster	5.53557499230655	0.006663
2687453203	1.17305672225127	0.003107
2687453208	5.89247007139775	0.005249
2687453220	4.7350669282391	0.091633
2687453265	1.11354252524327	3e-06
2687453288	4.88532482577579	0.014763
2687453302	5.3097365589326	0.016967
2687453331	1.67140620641323	0.073856
2687453380	4.93646300224871	0.026687
2687453384	5.65207115864219	0.030264
2687453409	2.43158743544424	0.053279
2687453474	14.579739430826	0.001639
2687453570	4.54188734012395	0.045811
2687453606	2.87242665697277	2e-06
2687453778	2.56154562778504	0.00157
2687453780	3.32325084660317	0.005172
2690315604-cluster	0.571834792253155	3e-06
2690315655	3.22103764625199	0.015649
2690315760	3.84483139461177	3e-06
2690315861	1.65409165032266	0.174154
2690315863	4.78463224821737	0.029408
2690315875	3.84483139461177	0.164929
2690315887	1.99509467486175	0.010475
2690315921	11.59460766835	0.240162
2690315952	3.7265759454164	0.006715
2693429543	2.8132223964061	2e-06
2693429635	1.22295021309995	0.003498
2693429689	2.12372439675493	0.033959
2693429821	3.39318865504023	0.190882
2693429865	6.7466645913356	0.051005
2693429871	5.0403508577685	0.129421
2693429894	5.0403508577685	2e-06
2693429896	3.92574586479811	0.118563
2695420333	2.14595493348569	0.001472
2695420407	10.4479634986953	0.032017
2695420413	0.350522453824114	3e-06
2695420492	1.42970156896803	0.001586
2695420681	2.26064726160658	0.001559
2695420869	1.28831179405755	0.001558
2695420937	6.60760750263613	0.005872
2695421016	5.36531735547304	1.46274
2698536364	1.60321676634378	0.003505
2698536385-cluster	0.726585491044336	0.003172
2698536452-cluster	5.36531735547304	0.888464
2698536814	3.28882437806082	0.056066
2698536819	1.76073588713391	0.045776
2700988679	0.89481971407222	0.001672
2700988701	0.942644090369215	0.031684
2700988710	1.65409165032266	2e-06
2700988728	5.71123541540219	0.072904
2700989113	1.459789636065	0.080997
2700989258	4.05032157383191	0.001641
2700989266-cluster	3.15464808269573	3e-06
2700989272	1.63695646047558	0.008795
2700989315	0.696942512810322	0.001504
2700989401	5.3097365589326	0.0084
2700989474	0.867297751110521	0.005136
2703718692	0.982737466421942	0.001585
2703718785	1.24868719826292	3e-06
2703718794	1.24868719826292	0.001594
2703719210-cluster	5.36531735547304	0.500781
2703719218	1.89387496802484	3e-06
2703719311	5.0403508577685	0.001722
2703719455	1.0792933064855	0.007465
2706794418	0.757489270768331	0.003792
2706794421	0.789707477511583	0.005948
2706794549	1.21028133585189	0.00472
2706794584	5.25473153913366	0.04356
2706794629-cluster	3.42870757884482	0.020325
2706794658	6.88864813623119	0.05168
2706794671	1.27496581823505	0.006302
2706794701	3.57454041621997	0.195704
2706794758	7.96981384889669	0.06004
2706795026	4.78463224821737	0.005837
2708742412-cluster	3.42870757884482	0.040693
2708742535	3.50086472403326	0.057946
2708742734	14.8865700224492	0.41751
2713896734-cluster	13.8400467387742	0.013105
2713896744	2.53500987287359	0.125157
2713896820	4.98813647845834	0.003647
2713896888	3.02594586443795	2e-06
2713896894	4.54188734012395	3e-06
2713896917	0.923215031593291	0.001569
2713896931	4.98813647845834	0.001754
2713896957	4.98813647845834	0.006644
2713896978	4.93646300224871	0.001658
2713896979	2.58835915135382	0.030572
2713897050	2.75523840876118	0.001723
2716884108	3.46459830453738	0.389221
2716884894	5.59351980067264	0.006658
2718217684	12.601887165884	0.942331
2718217761-cluster	1.93373156351863	0.002974
2718217852	7.64466419842346	0.153329
2718217925	1.52187870598502	0.042491
2718217930	3.32325084660317	2e-06
2718217952	1.12519876841988	0.050604
2718217956	2.7840794527034	0.076923
2718217980	0.499434847178111	0.008747
2718218032	6.96075652546087	0.262436
2718218088	2.38146941562667	0.001458
2718218231	4.7350669282391	0.040336
2718218255	0.726585491044336	0.004749
2718218265	1.459789636065	0.001593
2718218336	4.54188734012395	0.024354
2718218352	1.22295021309995	0.001617
2718218381	4.54188734012395	0.040135
2718218404	1.0792933064855	0.051386
2718218462	1.17305672225127	0.00157
2721755148	12.867093859942	2e-06
2721755498	1.21028133585189	0.001564
2721755585	0.602396973499669	4e-06
2721755614	5.53557499230655	0.013494
2721755671	5.95415075489759	0.001687
2721755737	0.178138245604426	0.004433
2721755753	1.99509467486175	0.003174
2721755758	1.47507029450322	0.001675
2721755762	1.76073588713391	0.020328
2721755863	0.904186429711729	0.103604
2724678989	10.2326180687724	0.229512
2724679054	5.42147995582047	0.087262
2724679111	7.18164223977737	0.00396
2724679183	0.765418450789384	0.003863
2724679194	5.14642503303172	0.255792
2724679223	1.74249594033851	3e-06
2724679359	3.42870757884482	0.006299
2724679466	2.07995181434553	0.019098
2724679510-cluster	3.64976661322393	3e-06
2724679517-cluster	3.96683944444355	4e-06
2724679731	7.88725235762742	0.171033
2724679777	7.2568176070908	0.060517
2724679789	7.88725235762742	0.405935
2728368989	6.20739798545863	0.017034
2728369004	2.7840794527034	2e-06
2728369030	2.01597875262562	0.002974
2728369131	0.634592575683836	2e-06
2728369266	10.4479634986953	0.252522
2728369444	9.71347348172818	0.584875
2728369490	10.2326180687724	0.33738
2728369508	11.9625393992869	0.035919
2728369530	12.0877598242702	0.806648
2728369533	8.93706733245931	0.015208
2728369540	8.57245601599711	0.06879
2728369585	9.71347348172818	0.152709
2728369614	1.05704773861698	2e-06
2728369657	6.88864813623119	0.00166
2728369658	6.01647709406828	0.006584
2728369672	2.8132223964061	0.086873
2731639168-cluster	8.57245601599711	0.055847
2731639185	3.35803768152573	0.196622
2731639222	6.33803266554707	0.532741
2731957550-cluster	1.06811261060103	0.192621
2731957556	2.53500987287359	0.004783
2731957558-cluster	4.22259344998669	0.000827
2731957603	7.03361972458858	0.034611
2731957607	3.02594586443795	0.056788
2731957663	0.675506657383414	3e-06
2731957675	1.28831179405755	0.055007
2731957686	4.88532482577579	0.056354
2731957694	0.814767268014696	0.06753
2731957760	6.33803266554707	0.001765
2731957912	5.95415075489759	0.108494
2731957920-cluster	3.39318865504023	0.00194
2731957938	0.89481971407222	0.001568
2731957941	1.06811261060103	0.003142
2731957945	1.09059103868171	0.015738
2734481903	1.91369950698313	0.015015
2734482011	10.1266155669118	0.849561
2734482412	1.85483986618317	3e-06
2734482435	1.85483986618317	0.001478
2734482451	1.91369950698313	0.001471
2737471612	4.54188734012395	0.002687
2737471645	9.22066732542045	0.062469
2737472002	0.82329601765203	4e-06
2738541265-cluster	0.962482033654166	2e-06
2738541275-cluster	4.22259344998669	2e-06
2738541297-cluster	1.42970156896803	0.004902
2739367797	11.121574959906	0.478608
2739367831	7.18164223977737	0.547116
2739367875	7.64466419842346	0.278407
2739368066	4.58943051168419	0.00168
2740891833	8.6621900222682	0.007755
2740892145-cluster	6.47141655225667	0.012843
2740892148	1.05704773861698	0.015924
2740892156	2.26064726160658	0.001592
2740892160-cluster	2.03708143891446	0.003901
2740892438	2.33238439008839	0.001506
2740892503	0.789707477511583	0.003127
2740892513-cluster	0.583869054487416	0.001502
2740892544	6.33803266554707	3e-06
2744054527	1.05704773861698	3e-06
2744054538	4.17885044433254	0.008456
2744054584	1.816609325995	0.013507
2744054598	2.38146941562667	0.078015
2744054732	5.83142835504431	0.004936
2744054737	1.55390664077436	0.001487
2744054823	0.741876481472505	3e-06
2744054856	2.30822257939748	0.087284
2744054916	74.7778574208273	0.003159
2744054952	2.07995181434553	0.013401
2747842409	26.671739880124	0.00327
2747842412	13.0017829010948	0.076487
2747842505	6.20739798545863	0.08542
2751185577	12.867093859942	0.249934
2751185627	2.03708143891446	0.003118
2751185672	10.8923455659232	0.075191
2751185696	3.1876700323339	0.178526
2751185699	3.88507798483417	0.088155
2751185702	5.47823045012995	0.110804
2751185708	4.13556058449183	0.079698
2751185821	4.93646300224871	0.017576
2751185907	2.50874900913764	0.042857
2751185921	1.09059103868171	0.004731
2751185932	0.885550030813411	0.001573
2754412428	2.28431106754167	0.037521
637000001	11.59460766835	0.304019
637000002	0.913651193439016	3e-06
637000004	5.89247007139775	2e-06
637000005	12.601887165884	0.164164
637000007	14.4287039044576	0.006107
637000008	7.18164223977737	0.254033
637000009	8.84448579661279	3e-06
637000010	7.64466419842346	0.295767
637000012	5.14642503303172	0.090645
637000015	1.55390664077436	3e-06
637000018	3.7265759454164	2e-06
637000019	6.96075652546087	0.017279
637000020	2.69844954270619	0.003032
637000023	2.72669613711689	0.002964
637000024	1.44466727416572	0.001546
637000025	1.31542431358105	0.001547
637000026	2.19111655142558	0.003091
637000027	10.6678408728262	3e-06
637000028	10.6678408728262	2e-06
637000031	2.28431106754167	4e-06
637000038	8.93706733245931	2e-06
637000039-cluster	2.21405252986622	3e-06
637000040	2.21405252986622	3e-06
637000041	2.21405252986622	0.00196
637000046	3.15464808269573	0.000814
637000047	4.58943051168419	0.00613
637000048-cluster	5.53557499230655	4e-06
637000050	5.09311180219742	4e-06
637000051	7.56547102171432	0.003315
637000052	5.89247007139775	3e-06
637000053	3.25475454276435	2e-06
637000057	1.816609325995	0.3422
637000058	11.8386161670888	0.003888
637000059	4.40219254665294	0.003157
637000060	12.601887165884	0.49602
637000061	4.93646300224871	0.037334
637000062	10.3397301743626	2e-06
637000063	9.12514789933123	5e-06
637000064	8.84448579661279	0.135102
637000065	12.21429102068	2e-06
637000066	12.21429102068	0.013574
637000067	9.71347348172818	0.033709
637000068	8.84448579661279	0.094444
637000069	8.84448579661279	0.095923
637000070	9.61284894127334	0.002957
637000071	8.84448579661279	0.094445
637000072	10.0217111740908	0.159607
637000073	6.96075652546087	1.105721
637000074	1.83562507041489	2e-06
637000075	5.47823045012995	0.174753
637000076-cluster	4.40219254665294	0.250051
637000079	1.38572824897003	0.001691
637000080	3.32325084660317	3e-06
637000081	1.12519876841988	0.015953
637000082	0.789707477511583	5e-06
637000085	0.867297751110521	0.001629
637000086	13.1378818284273	3e-06
637000087	3.68797132136683	0.455722
637000088	3.32325084660317	0.076155
637000089	7.10724563474744	2e-06
637000090	16.1798381692576	1.072413
637000092	2.96357738342419	0.003473
637000093	9.61284894127334	0.036513
637000094	17.769538287452	0.282066
637000095	10.5573297783662	0.357941
637000096	10.5573297783662	0.001528
637000097	6.47141655225667	0.01464
637000098	6.47141655225667	0.021892
637000099	6.33803266554707	0.063006
637000101	1.83562507041489	0.001541
637000102	3.22103764625199	2e-06
637000103	5.3097365589326	0.098663
637000104	1.16090470538253	0.004721
637000105	1.38572824897003	0.010507
637000107	1.34310741603199	0.004704
637000109	1.26175809704274	0.001573
637000111	2.96357738342419	3e-06
637000113	3.22103764625199	4e-06
637000114	3.22103764625199	0.006755
637000115	6.96075652546087	0.008985
637000116	6.96075652546087	0.002052
637000117	2.8132223964061	0.00337
637000118	4.54188734012395	0.003034
637000120	11.3556284860969	3e-06
637000121	7.56547102171432	0.038252
637000122	2.26064726160658	2e-06
637000124	1.83562507041489	0.00156
637000125	1.26175809704274	0.003179
637000126	1.12519876841988	0.003202
637000127	0.84942167343209	0.222376
637000128	5.53557499230655	0.252914
637000129	5.14642503303172	0.324422
637000130	4.98813647845834	0.039861
637000131	4.98813647845834	0.082506
637000132	4.98813647845834	2e-06
637000133	5.71123541540219	0.001772
637000134	5.47823045012995	3e-06
637000135	7.18164223977737	0.454137
637000136	5.14642503303172	2e-06
637000137	4.17885044433254	0.208488
637000138	2.19111655142558	3e-06
637000139	1.1853359429407	0.004437
637000140-cluster	2.16841817308698	2e-06
637000142	1.05704773861698	2e-06
637000143	0.904186429711729	0.007702
637000144	0.719058592322161	3e-06
637000145	10.5573297783662	0.284348
637000146	10.6678408728262	3e-06
637000149	2.53500987287359	0.015381
637000150	5.65207115864219	4e-06
637000152	4.13556058449183	2e-06
637000154	3.22103764625199	3e-06
637000155	4.00836317987244	0.003896
637000156	0.962482033654166	0.148493
637000157	5.95415075489759	0.114499
637000159	11.9625393992869	2e-06
637000160	10.0217111740908	0.068686
637000161	10.0217111740908	0.066608
637000163	7.10724563474744	0.396701
637000164	6.7466645913356	0.436037
637000165	3.53751076998723	0.055972
637000166	15.3589656077715	2e-06
637000167	14.279232996602	2e-06
637000170	13.8400467387742	0.062782
637000171	5.3097365589326	0.021114
637000186	7.80554614352897	2e-06
637000187	5.95415075489759	0.335966
637000188-cluster	3.46459830453738	4e-06
637000189	3.80500172987475	3e-06
637000190	2.72669613711689	4e-06
637000192	9.22066732542045	0.054619
637000193	9.22066732542045	0.047275
637000194	11.121574959906	3e-06
637000195	12.3421467092949	0.207722
637000196	4.54188734012395	0.001632
637000197	30.2218217922232	2e-06
637000199	9.71347348172818	0.030751
637000201	2.93287687110278	0.013227
637000203	1.23575170451464	0.001549
637000204	10.8923455659232	0.088538
637000205	10.0217111740908	0.101512
637000206	1.38572824897003	0.090826
637000207	2.30822257939748	0.077365
637000208	4.88532482577579	0.018552
637000210	10.0217111740908	2e-06
637000211	6.07945584744788	0.009248
637000212	10.3397301743626	0.007894
637000213	9.41471625366381	2e-06
637000214	9.41471625366381	0.023006
637000215	4.17885044433254	4e-06
637000216	3.12196821650624	2e-06
637000217	1.57017248897326	0.008075
637000219	3.05762059623812	0.011235
637000220	2.40639795315167	2e-06
637000221	1.28831179405755	0.003162
637000222-cluster	1.50611314635223	6e-06
637000223	7.03361972458858	3e-06
637000224	2.7840794527034	3e-06
637000226	2.72669613711689	0.029321
637000227	3.61195767814896	2e-06
637000229	4.31145792198844	0.039509
637000230	2.96357738342419	2e-06
637000231	4.83471640372253	3e-06
637000234	2.87242665697277	0.090217
637000235	4.88532482577579	0.034344
637000236	7.64466419842346	0.127784
637000237	10.4479634986953	0.0546
637000238	10.4479634986953	0.003815
637000239-cluster	12.601887165884	2e-06
637000240	10.4479634986953	0.011531
637000241	8.05323957013243	2e-06
637000242-cluster	6.47141655225667	0.00177
637000243	6.81728673761644	3e-06
637000245	6.47141655225667	2e-06
637000246	6.47141655225667	2e-06
637000248	7.64466419842346	0.323123
637000249	8.75286333833175	0.296833
637000250	12.21429102068	0.40866
637000251	1.0792933064855	0.01118
637000252-cluster	1.003419174738	3e-06
637000253	1.05704773861698	0.001573
637000254	1.05704773861698	3e-06
637000258	2.9024943938231	0.031062
637000259	3.39318865504023	0.030881
637000260	3.39318865504023	0.051586
637000263	1.17305672225127	4e-06
637000264	1.09059103868171	0.001573
637000265	1.24868719826292	0.003143
637000267	1.93373156351863	0.090591
637000268	1.93373156351863	0.018137
637000270	1.816609325995	0.057617
637000271	4.13556058449183	0.021335
637000272	1.76073588713391	0.001472
637000274	1.83562507041489	0.001473
637000277-cluster	1.74249594033851	8e-06
637000278-cluster	1.74249594033851	2e-06
637000281	2.14595493348569	0.000835
637000282	2.07995181434553	0.005973
637000284	1.93373156351863	2e-06
637000285	0.972557019012219	3e-06
637000286	0.867297751110521	2e-06
637000287	1.05704773861698	3e-06
637000288	2.01597875262562	3e-06
637000289	0.589980827974394	3e-06
637000290	0.583869054487416	2e-06
637000293	0.749642231301561	2e-06
637000299	0.789707477511583	3e-06
637000302-cluster	0.40978160584359	2e-06
637000304	5.3097365589326	2e-06
637000305	5.53557499230655	0.001653
637000306	10.3397301743626	0.684695
637000307	7.64466419842346	3e-06
637000308	7.64466419842346	3e-06
637000309	5.83142835504431	0.001953
637000310	7.56547102171432	0.116645
637000311	4.93646300224871	0.013605
637000312	7.56547102171432	0.401332
637000313	7.56547102171432	0.438424
637000314	7.56547102171432	0.102057
637000316	14.1313104989462	0.205072
637000317	10.4479634986953	0.059374
637000319	2.50874900913764	2e-06
637000320	8.57245601599711	0.171859
637000321	10.8923455659232	0.001539
637000322	4.05032157383191	3e-06
637000324	5.36531735547304	0.058601
637000325	3.84483139461177	0.068109
637000326	1.42970156896803	0.089469
637000327	5.20029633144677	0.001511
637000329	9.41471625366381	2e-06
637000333	0.325880786279162	0.017585
637000334	0.89481971407222	3e-06
637000335	0.913651193439016	3e-06
637000336	0.267382127357692	0.001585
637000337	0.267382127357692	2e-06
637000339	4.93646300224871	2e-06
637000340	6.33803266554707	0.068827
637000341	2.33238439008839	0.192892
637000343	6.96075652546087	3e-06
637000344	7.56547102171432	3e-06
637000346	11.2379924107899	2e-06
637000347	11.2379924107899	4e-06
637000348	6.27237524386797	0.128999
637000350	1.65409165032266	0.001583
637000351	1.65409165032266	0.001588
637000352	1.68890200630161	0.001568
637000353	1.61999877876782	0.001582
637000354	1.65409165032266	4e-06
637000355	1.87425579691216	2e-06
637000356	1.83562507041489	3e-06
638154502	9.51326679807841	0.0108
638154503	8.30879305322065	0.022486
638154504	7.56547102171432	0.075679
638154505	6.01647709406828	0.150678
638154507	9.51326679807841	0.862784
638154508	8.22271998324342	0.035557
638154509	6.96075652546087	3e-06
638154510	8.57245601599711	0.02286
638154512	12.0877598242702	0.322561
638154513	16.1798381692576	0.339235
638154514	5.36531735547304	1.388194
638154515	3.57454041621997	0.009279
638154517	10.2326180687724	3e-06
638154518-cluster	10.1266155669118	2e-06
638154519	10.2326180687724	0.199443
638154522	12.0877598242702	0.369102
638341004-cluster	0.577820594541123	4e-06
638341009	9.03061798521967	0.001961
638341012	1.16090470538253	3e-06
638341014	0.904186429711729	0.006156
638341015	2.05840502205949	3e-06
638341022	4.78463224821737	2e-06
638341027-cluster	5.53557499230655	4e-06
638341035-cluster	6.53915748115725	7e-06
638341037-cluster	6.81728673761644	3e-06
638341041	5.53557499230655	0.005059
638341044	3.46459830453738	0.003281
638341049-cluster	3.61195767814896	3e-06
638341051-cluster	3.46459830453738	2e-06
638341055	3.46459830453738	0.068555
638341056	11.8386161670888	0.005821
638341059	3.05762059623812	0.01093
638341060	7.64466419842346	0.908073
638341074	5.47823045012995	0.00197
638341078	10.8923455659232	0.207688
638341080	1.93373156351863	0.018508
638341081	2.6428311653093	0.055393
638341082	1.05704773861698	5e-06
638341086-cluster	1.34310741603199	3e-06
638341089	1.38572824897003	5e-06
638341092	10.7795087656675	0.025051
638341097	2.72669613711689	0.00851
638341107	3.25475454276435	0.037478
638341115	3.42870757884482	0.043528
638341117-cluster	3.42870757884482	3e-06
638341118-cluster	3.35803768152573	3e-06
638341119	3.39318865504023	0.018844
638341124	2.99459925988675	0.023005
638341134	9.22066732542045	0.047275
638341138	5.95415075489759	0.032399
638341139	4.68601506902794	0.076379
638341140	7.10724563474744	0.170336
638341152	3.28882437806082	0.066714
638341157	1.09059103868171	0.077628
638341168	6.20739798545863	3e-06
638341169	5.47823045012995	0.387593
638341178	6.81728673761644	2e-06
638341182	2.30822257939748	0.018021
638341183	5.36531735547304	0.163731
638341184	6.67677403927066	0.00209
638341199	3.92574586479811	0.046622
638341202	0.972557019012219	0.004604
638341203	1.0792933064855	3e-06
638341204-cluster	0.885550030813411	2e-06
638341206	0.682577666965345	0.201411
638341207	0.560048571024681	2e-06
638341208	0.765418450789384	0.001503
638341209	0.858313175427354	0.006006
638341211	3.46459830453738	0.001974
638341213	4.93646300224871	0.060066
638341214	10.7795087656675	0.114728
638341215	10.7795087656675	0.071105
638341218	3.39318865504023	0.128717
638341230	5.25473153913366	0.008329
638341237	7.96981384889669	3e-06
638341238	2.14595493348569	4e-06
638341239	3.15464808269573	0.000764
638341246	4.09271917620256	0.06395
638341247	5.89247007139775	0.069849
639279303	0.634592575683836	0.00455
639279304	0.634592575683836	0.00455
639279306	0.647947575364082	2e-06
639279308	6.07945584744788	0.003519
639279309	6.33803266554707	0.064801
639279310	2.14595493348569	4e-06
639279312	10.4479634986953	0.042823
639633001	6.7466645913356	0.169026
639633002	6.60760750263613	0.0033
639633003	6.88864813623119	2e-06
639633004	0.45475435955114	4e-06
639633005	2.01597875262562	2e-06
639633006	0.972557019012219	2e-06
639633007	5.14642503303172	2e-06
639633008	1.67140620641323	3e-06
639633009	10.7795087656675	2e-06
639633010	1.85483986618317	0.018078
639633014	4.58943051168419	0.001668
639633016	3.88507798483417	3e-06
639633017	3.61195767814896	2e-06
639633019	8.57245601599711	2e-06
639633020	10.0217111740908	0.099698
639633021	4.40219254665294	0.004522
639633022	7.64466419842346	0.421749
639633025	2.69844954270619	0.05515
639633026	12.601887165884	0.232198
639633027	1.21028133585189	3e-06
639633029	1.24868719826292	0.201569
639633030	2.30822257939748	3e-06
639633035	4.13556058449183	0.013929
639633036	11.121574959906	0.713101
639633037	4.13556058449183	0.004787
639633038	11.3556284860969	0.278914
639633039	15.0423983597724	2e-06
639633042-cluster	5.3097365589326	0.021114
639633044	5.36531735547304	2e-06
639633045	2.28431106754167	4e-06
639633046	6.20739798545863	0.072151
639633047	6.81728673761644	2e-06
639633048	6.96075652546087	0.001995
639633049	1.1853359429407	0.002944
639633050	15.3589656077715	0.152136
639633051	4.78463224821737	0.017113
639633052	1.27496581823505	0.33975
639633053	16.1798381692576	0.133623
639633055	7.72468634655014	2e-06
639633056	9.03061798521967	0.001929
639633058	3.39318865504023	0.028552
639633059	3.61195767814896	0.00157
639633060	11.59460766835	0.359631
639633061	0.589980827974394	3e-06
639633063	9.03061798521967	0.553206
639633064	10.2326180687724	0.111439
639633065	6.27237524386797	0.125218
639857000	14.4287039044576	0.010927
639857001	6.96075652546087	2e-06
639857004	5.36531735547304	2e-06
639857006	7.56547102171432	0.108073
639857007	4.93646300224871	0.054325
639857020	3.57454041621997	0.091617
639857034	4.26679434485442	0.119204
639857035	9.41471625366381	0.007947
639857036	8.75286333833175	0.168123
639857037	9.71347348172818	0.011402
640069301	3.68797132136683	3e-06
640069306	4.68601506902794	3e-06
640069307	2.48276018890398	0.004111
640069308	1.85483986618317	0.005351
640069309	10.1266155669118	0.001665
640069311	3.05762059623812	0.003413
640069312	3.64976661322393	0.003042
640069313	1.99509467486175	0.078454
640069314	5.36531735547304	1.698897
640069315	0.628018656845805	3e-06
640069316	1.91369950698313	0.040775
640069317	9.22066732542045	0.707294
640069318	13.8400467387742	0.017758
640069319	8.22271998324342	2e-06
640069321	9.91789351469621	0.00196
640069322	9.91789351469621	4e-06
640069323	5.83142835504431	0.027608
640069324	9.41471625366381	0.019086
640069325	10.3397301743626	0.00977
640069326	16.1798381692576	0.127139
640069327-cluster	4.05032157383191	3e-06
640069328	3.39318865504023	0.045724
640069329	10.5573297783662	2e-06
640069330	3.12196821650624	0.001559
640069332	10.2326180687724	0.263636
640069333	0.765418450789384	5e-06
640069334	0.484073733481516	0.00907
640069335	3.92574586479811	0.003613
640196209	4.93646300224871	2e-06
640196212	0.40978160584359	0.001581
640427101	6.88864813623119	0.001912
640427103	13.4143685292505	0.00766
640427104	9.91789351469621	0.013616
640427106	6.20739798545863	0.113282
640427107	8.57245601599711	0.090824
640427108	3.50086472403326	3e-06
640427109	3.7265759454164	0.001681
640427110	0.526127553755372	0.004995
640427111	7.64466419842346	2e-06
640427112	4.78463224821737	0.686106
640427113	1.76073588713391	0.006353
640427115	9.03061798521967	0.184882
640427116	1.12519876841988	0.022432
640427117	1.26175809704274	0.004689
640427118	1.10200703229213	2e-06
640427119	11.0063635093801	3e-06
640427120	14.279232996602	0.001989
640427121	2.61545335118243	0.001898
640427122	4.98813647845834	0.02858
640427126	4.22259344998669	2e-06
640427128	7.64466419842346	0.564866
640427129	4.98813647845834	4e-06
640427130	1.12519876841988	1.591612
640427131	2.38146941562667	0.006724
640427132	2.10172415226173	2e-06
640427133	2.21405252986622	0.06153
640427134	2.96357738342419	0.020889
640427135	14.8865700224492	1.139297
640427136	3.96683944444355	0.003294
640427137	4.22259344998669	3e-06
640427138	3.089626890029	2e-06
640427139	6.96075652546087	1.573915
640427140	4.68601506902794	2e-06
640427142	1.27496581823505	2e-06
640427144	6.33803266554707	0.002057
640427146	0.704237906767246	3e-06
640427147	0.734191179179472	4e-06
640427148	4.93646300224871	0.074997
640427149	5.83142835504431	0.027639
640427150	10.2326180687724	0.013988
640427151	0.422785207160407	0.001578
640427152-cluster	1.87425579691216	4e-06
640612200	1.72444494616317	0.001488
640612201	7.96981384889669	0.013849
640612202	3.05762059623812	0.28255
640612203	6.60760750263613	0.129128
640612204	1.76073588713391	0.117562
640612205	8.6621900222682	0.006334
640612208	1.23575170451464	0.017573
640612215	1.23575170451464	0.019156
640612217	1.12519876841988	0.040662
640612219	3.46459830453738	0.105211
640612220	4.44827343325658	0.061648
640612221	3.64976661322393	0.105641
640612222	5.53557499230655	2e-06
640753001	0.84942167343209	0.164269
640753002	5.53557499230655	0.24975
640753003	14.4287039044576	0.087192
640753006	1.89387496802484	0.040855
640753007	1.5378092949658	2e-06
640753008	1.1853359429407	0.001558
640753009	1.816609325995	3e-06
640753010	2.72669613711689	0.02588
640753011	3.57454041621997	0.185837
640753012	3.15464808269573	0.006608
640753013	3.15464808269573	4e-06
640753014	9.22066732542045	0.336307
640753016	4.83471640372253	0.004269
640753017-cluster	3.7265759454164	0.001681
640753019	5.71123541540219	3e-06
640753020	6.33803266554707	0.025914
640753021	13.1378818284273	3e-06
640753023	1.26175809704274	0.009491
640753024	1.22295021309995	4e-06
640753025	1.16090470538253	0.001569
640753026	6.88864813623119	0.138806
640753028	2.96357738342419	2e-06
640753029	5.36531735547304	1.72987
640753030	1.99509467486175	0.07452
640753031	6.7466645913356	0.246258
640753032	1.23575170451464	2e-06
640753033	2.99459925988675	0.040474
640753034	1.91369950698313	0.305687
640753035	1.91369950698313	0.04424
640753036	1.91369950698313	0.110525
640753037	5.36531735547304	0.141809
640753038	2.99459925988675	2e-06
640753039	1.24868719826292	0.019913
640753040	7.10724563474744	0.350859
640753041	9.91789351469621	2e-06
640753042	2.14595493348569	3e-06
640753043	5.77101898660103	0.037213
640753045	6.47141655225667	0.001763
640753047	10.1266155669118	0.818627
640753048	2.26064726160658	0.009469
640753049	3.12196821650624	0.011028
