sequence	genome.size	metadata_NSTI
2700988701	4.916544794	0.031684
2700988710	6.464115375	2e-06
2700988728	4.119775782	0.072904
2700989113	3.261716846	0.080997
2700989258	1.775436189	0.001641
2700989266-cluster	1.928660999	3e-06
2700989272	5.330251781	0.008795
2700989315	2.127853252	0.001504
2700989401	10.417315473	0.0084
2700989474	2.418980391	0.003511
2703718692	4.793964946	0.001585
2703718785	4.824609908	3e-06
2703718794	5.498799072	0.001594
2703719210-cluster	3.981873453	0.500781
2703719218	5.100414566	3e-06
2703719311	6.218955679	0.001722
2703719455	2.311723024	0.007465
2706794418	2.388335429	0.003792
2706794421	2.235110619	0.005948
2706794549	4.70203006	0.00472
2706794584	6.418147932	0.04356
2706794629-cluster	4.656062617	0.020325
2706794658	4.870577351	0.05168
2706794671	5.069769604	0.006302
2706794701	3.997195934	0.195704
2706794758	2.848009859	0.06004
2706795026	4.349612997	0.005837
2708742412-cluster	5.452831629	0.040693
2708742535	5.77460373	0.057946
2708742734	2.878654821	0.41751
2713896734-cluster	6.525405299	0.013105
2713896744	3.215749403	0.125157
2713896820	1.63753386	0.003647
2713896888	4.135098263	2e-06
2713896894	5.253639376	3e-06
2713896917	4.717352541	0.001569
2713896931	1.63753386	0.001754
2713896957	2.985912188	0.006644
2713896978	2.832687378	0.001658
2713896979	3.7826812	0.030572
2713897050	5.713313806	0.001723
2716884108	3.491554061	0.389221
2716884894	3.353651732	0.006658
2718217684	1.668178822	0.942331
2718217761-cluster	2.832687378	0.002974
2718217852	3.951228491	0.153329
2718217925	4.579450212	0.042491
2718217930	2.464947834	2e-06
2718217952	4.870577351	0.050604
2718217956	3.598811428	0.076923
2718217980	2.327045505	0.008747
2718218032	2.572205201	0.097934
2718218088	2.541560239	0.001458
2718218231	7.475399121	0.040336
2718218255	5.912506059	0.004749
2718218265	5.851216135	0.001593
2718218336	8.869744892	0.024354
2718218352	5.146382009	0.001617
2718218381	8.931034816	0.040135
2718218404	6.402825451	0.051386
2718218462	5.360896743	0.00157
2721755148	2.342367986	2e-06
2721755498	4.962512237	0.001564
2721755585	4.119775782	4e-06
2721755614	7.689913855	0.013494
2721755671	7.643946412	0.001687
2721755737	1.867371075	0.004433
2721755753	4.763319984	0.003174
2721755758	4.594772693	0.001675
2721755762	2.848009859	0.020328
2721755863	3.997195934	0.103604
2724678989	6.893144843	0.229512
2724679054	3.736713757	0.087262
2724679111	4.809287427	0.00396
2724679183	4.181065706	0.003863
2724679194	4.119775782	0.255792
2724679223	2.158498214	3e-06
2724679359	4.364935478	0.006299
2724679466	7.352819273	0.019098
2724679510-cluster	4.54880525	3e-06
2724679517-cluster	4.058485858	4e-06
2724679731	3.966550972	0.171033
2724679777	10.401992992	0.060517
2724679789	3.951228491	0.405935
2728368989	7.368141754	0.017034
2728369004	3.047202112	2e-06
2728369030	3.01655715	0.002974
2728369131	4.303645554	2e-06
2728369266	7.046369653	0.252522
2728369444	2.878654821	0.584875
2728369490	1.606888898	0.33738
2728369508	3.874616086	0.035919
2728369530	1.928660999	0.806648
2728369533	2.679462568	0.015208
2728369540	1.729468746	0.06879
2728369585	5.483476591	0.086954
2728369614	5.92782854	2e-06
2728369657	4.08913082	0.00166
2728369658	5.00847968	0.006584
2728369672	2.434302872	0.086873
2731639168-cluster	1.009312139	0.055847
2731639185	2.158498214	0.196622
2731639222	4.150420744	0.532741
2731957550-cluster	3.997195934	0.192621
2731957556	5.636701401	0.004783
2731957558-cluster	8.609262715	0.000827
2731957603	7.138304539	0.034611
2731957607	3.644778871	0.056788
2731957663	2.587527682	3e-06
2731957675	4.043163377	0.055007
2731957686	4.916544794	0.056354
2731957694	2.848009859	0.06753
2731957760	1.468986569	0.001765
2731957912	4.487515326	0.108494
2731957920-cluster	3.874616086	0.00194
2731957938	4.962512237	0.001568
2731957941	4.778642465	0.003142
2731957945	4.717352541	0.015738
2734481903	2.143175733	0.015015
2734482011	4.885899832	0.849561
2734482412	2.725430011	3e-06
2734482435	2.832687378	0.001478
2734482451	2.756074973	0.001471
2737471612	3.660101352	0.002687
2737471645	6.632662666	0.062469
2737472002	1.806081151	4e-06
2738541265-cluster	6.448792894	2e-06
2738541275-cluster	4.39558044	2e-06
2738541297-cluster	6.54072778	0.004902
2739367797	3.920583529	0.478608
2739367831	4.564127731	0.547116
2739367875	3.384296694	0.278407
2739368066	10.616507726	0.00168
2740891833	6.632662666	0.007755
2740892145-cluster	3.614133909	0.012843
2740892148	4.456870364	0.015924
2740892156	4.273000592	0.001592
2740892160-cluster	4.349612997	0.003901
2740892438	3.062524593	0.001506
2740892503	6.816532438	0.003127
2740892513-cluster	2.143175733	0.001502
2740892544	4.502837807	3e-06
2744054527	4.487515326	3e-06
2744054538	2.55688272	0.008456
2744054584	3.721391276	0.013507
2744054598	5.406864186	0.078015
2744054732	5.192349452	0.004936
2744054737	3.077847074	0.001487
2744054823	4.043163377	3e-06
2744054856	4.793964946	0.087284
2744054916	2.204465657	0.003159
2744054952	7.031047172	0.013401
2747842409	3.215749403	0.00327
2747842412	3.200426922	0.076487
2747842505	8.027008437	0.08542
2751185577	3.353651732	0.249934
2751185627	5.023802161	0.003118
2751185672	8.639907677	0.075191
2751185696	3.292361808	0.178526
2751185699	3.843971124	0.088155
2751185702	4.043163377	0.110804
2751185708	3.660101352	0.079698
2751185821	6.280245603	0.017576
2751185907	6.172988236	0.042857
2751185921	5.131059528	0.004731
2751185932	5.177026971	0.001573
2754412428	3.920583529	0.037521
637000001	5.667346363	0.304019
637000002	3.598811428	3e-06
637000004	3.108492036	2e-06
637000005	3.031879631	0.164164
637000007	4.85525487	0.006107
637000008	1.407696645	0.254033
637000009	1.499631531	3e-06
637000010	1.836726113	0.295767
637000012	4.441547883	0.090645
637000015	5.452831629	3e-06
637000018	5.835893654	2e-06
637000019	4.181065706	0.017279
637000020	4.196388187	0.003032
637000023	5.498799072	0.002964
637000024	5.222994414	0.001546
637000025	5.529444034	0.001547
637000026	6.326213046	0.003091
637000027	1.898016037	3e-06
637000028	1.852048594	2e-06
637000031	2.55688272	4e-06
637000038	8.977002259	2e-06
637000039-cluster	3.277039327	3e-06
637000040	3.277039327	3e-06
637000041	3.277039327	0.00196
637000046	7.15362702	0.000814
637000047	7.643946412	0.00613
637000048-cluster	7.30685183	4e-06
637000050	7.214916944	4e-06
637000051	9.191516993	0.003315
637000052	6.571372742	3e-06
637000053	8.716520082	2e-06
637000057	4.502837807	0.3422
637000058	0.932699734	0.003888
637000059	2.955267226	0.003157
637000060	2.694785049	0.49602
637000061	4.640740136	0.007733
637000062	1.070602063	2e-06
637000063	1.039957101	5e-06
637000064	1.17785943	0.135102
637000065	1.131891987	2e-06
637000066	1.131891987	0.013574
637000067	1.101247025	0.033709
637000068	1.17785943	0.094444
637000069	1.17785943	0.095923
637000070	1.239149354	0.002957
637000071	1.17785943	0.094445
637000072	2.051240847	0.159607
637000073	3.384296694	1.105721
637000074	4.747997503	2e-06
637000075	4.426225402	0.174753
637000076-cluster	4.410902921	0.250051
637000079	3.568166466	0.001691
637000080	2.817364897	3e-06
637000081	5.483476591	0.015953
637000082	2.373012948	5e-06
637000085	2.418980391	2e-06
637000086	1.94398348	3e-06
637000087	5.023802161	0.455722
637000088	3.736713757	0.076155
637000089	1.423019126	2e-06
637000090	3.215749403	1.072413
637000092	3.384296694	0.003473
637000093	5.192349452	0.004368
637000094	3.843971124	0.282066
637000095	3.62945639	0.357941
637000096	3.721391276	0.001528
637000097	1.162536949	0.01464
637000098	1.162536949	0.021892
637000099	1.254471835	0.063006
637000101	3.047202112	0.001541
637000102	4.993157199	2e-06
637000103	3.077847074	0.098663
637000104	4.993157199	0.004721
637000105	5.177026971	0.010507
637000107	5.376219224	0.004704
637000109	5.100414566	0.001572
637000111	1.882693556	3e-06
637000113	1.882693556	3e-06
637000114	1.882693556	0.006755
637000115	7.582656488	0.008985
637000116	5.77460373	0.002052
637000117	2.235110619	0.001678
637000118	3.47623158	0.003034
637000120	4.564127731	2e-06
637000121	4.717352541	0.038252
637000122	2.725430011	2e-06
637000124	1.668178822	0.00156
637000125	1.852048594	0.003179
637000126	1.821403632	0.003202
637000127	2.311723024	0.222376
637000128	4.135098263	0.252914
637000129	3.752036238	0.324422
637000130	1.63753386	0.039861
637000131	1.913338518	0.082506
637000132	1.652856341	2e-06
637000133	1.63753386	0.001772
637000134	1.683501303	3e-06
637000135	4.839932389	0.454137
637000136	2.664140087	2e-06
637000137	4.012518415	0.208488
637000138	1.94398348	3e-06
637000139	2.051240847	0.004437
637000140-cluster	1.760113708	2e-06
637000142	1.989950923	2e-06
637000143	1.882693556	0.007702
637000144	2.587527682	3e-06
637000145	3.660101352	0.284348
637000146	3.384296694	3e-06
637000149	4.211710668	0.015381
637000150	4.70203006	4e-06
637000152	2.878654821	2e-06
637000154	2.939944745	3e-06
637000155	4.518160288	0.003896
637000156	2.173820695	0.148493
637000157	3.108492036	0.114499
637000159	6.525405299	2e-06
637000160	4.993157199	0.068686
637000161	2.71010753	0.066608
637000163	2.373012948	0.386067
637000164	2.71010753	0.436037
637000165	2.740752492	0.055972
637000166	3.522199023	2e-06
637000167	2.618172644	2e-06
637000170	5.085092085	0.062782
637000171	6.494760337	0.021114
637000186	8.99232474	2e-06
637000187	3.123814517	0.335966
637000188-cluster	2.143175733	4e-06
637000189	2.158498214	3e-06
637000190	2.189143176	4e-06
637000192	5.085092085	0.054619
637000193	5.085092085	0.047275
637000194	3.568166466	2e-06
637000195	3.093169555	0.207722
637000196	2.510915277	0.001632
637000197	3.215749403	2e-06
637000199	7.138304539	0.030751
637000201	3.813326162	0.013227
637000203	2.235110619	0.001549
637000204	3.215749403	0.088538
637000205	2.051240847	0.101512
637000206	4.625417655	0.090826
637000207	4.793964946	0.077365
637000208	5.039124642	0.018552
637000210	1.377051683	2e-06
637000211	2.572205201	0.009248
637000212	1.836726113	0.007894
637000213	1.744791227	2e-06
637000214	1.377051683	0.023006
637000215	2.510915277	3e-06
637000216	4.993157199	2e-06
637000217	4.962512237	0.008075
637000219	6.525405299	0.011235
637000220	7.368141754	2e-06
637000221	6.356858008	0.003162
637000222-cluster	5.713313806	6e-06
637000223	6.142343274	3e-06
637000224	6.280245603	3e-06
637000226	2.802042416	0.029321
637000227	3.108492036	2e-06
637000229	7.812493703	0.039509
637000230	7.214916944	2e-06
637000231	5.636701401	3e-06
637000234	6.23427816	0.090217
637000235	5.728636287	0.034344
637000236	7.628623931	0.127784
637000237	5.299606819	0.0546
637000238	5.299606819	0.003815
637000239-cluster	5.330251781	2e-06
637000240	5.299606819	0.011531
637000241	4.196388187	2e-06
637000242-cluster	1.438341607	0.00177
637000243	1.254471835	3e-06
637000245	1.101247025	2e-06
637000246	1.101247025	2e-06
637000248	2.878654821	0.323123
637000249	3.920583529	0.296833
637000250	3.384296694	0.40866
637000251	4.747997503	0.01118
637000252-cluster	4.594772693	3e-06
637000253	4.732675022	0.001573
637000254	4.732675022	3e-06
637000258	4.656062617	0.031062
637000259	4.839932389	0.030881
637000260	4.839932389	0.051586
637000263	5.253639376	4e-06
637000264	4.671385098	0.001573
637000265	4.824609908	0.003143
637000267	4.671385098	0.090591
637000268	4.671385098	0.018137
637000270	4.502837807	0.057617
637000271	4.39558044	0.021335
637000272	2.771397454	0.001472
637000274	2.740752492	0.001473
637000277-cluster	2.832687378	8e-06
637000278-cluster	2.86333234	2e-06
637000281	2.480270315	0.000835
637000282	2.633495125	0.005973
637000284	2.602850163	2e-06
637000285	2.020595885	3e-06
637000286	2.173820695	2e-06
637000287	2.020595885	3e-06
637000288	2.005273404	3e-06
637000289	1.974628442	3e-06
637000290	2.112530771	2e-06
637000293	1.806081151	2e-06
637000299	1.821403632	3e-06
637000302-cluster	1.79075867	2e-06
637000304	10.417315473	2e-06
637000305	7.689913855	0.001653
637000306	2.878654821	0.684695
637000307	2.679462568	3e-06
637000308	2.679462568	3e-06
637000309	2.694785049	0.001953
637000310	2.2504331	0.116645
637000311	2.572205201	0.013605
637000312	4.717352541	0.401332
637000313	4.717352541	0.438424
637000314	2.2504331	0.102057
637000316	2.572205201	0.205072
637000317	3.353651732	0.059374
637000319	3.62945639	2e-06
637000320	5.452831629	0.171859
637000321	1.867371075	0.001539
637000322	2.143175733	3e-06
637000324	3.598811428	0.058601
637000325	2.602850163	0.068109
637000326	2.296400543	0.089469
637000327	2.802042416	0.001511
637000329	6.678630109	2e-06
637000333	3.966550972	0.017585
637000334	4.24235563	3e-06
637000335	5.100414566	3e-06
637000336	5.023802161	0.001585
637000337	4.993157199	2e-06
637000339	1.254471835	2e-06
637000340	1.346406721	0.068827
637000341	2.066563328	0.192892
637000343	5.00847968	3e-06
637000346	4.24235563	2e-06
637000347	4.24235563	4e-06
637000348	3.445586618	0.128999
637000350	4.518160288	0.001583
637000351	4.579450212	0.001588
637000352	4.487515326	0.001568
637000353	4.732675022	0.001582
637000354	4.579450212	4e-06
637000355	4.70203006	2e-06
637000356	2.173820695	3e-06
638154502	2.066563328	0.0108
638154503	3.889938567	0.022486
638154504	3.001234669	0.075679
638154505	1.760113708	0.013348
638154507	1.928660999	0.862784
638154508	4.901222313	0.035557
638154509	4.043163377	3e-06
638154510	1.729468746	0.02286
638154512	1.928660999	0.322561
638154513	1.989950923	0.339235
638154514	3.981873453	1.388194
638154515	1.928660999	0.009279
638154517	2.204465657	3e-06
638154518-cluster	2.633495125	2e-06
638154519	2.127853252	0.199443
638154522	1.928660999	0.369102
638341004-cluster	2.327045505	4e-06
638341009	4.579450212	0.001961
638341012	5.560088996	3e-06
638341014	4.717352541	0.006156
638341015	5.789926211	3e-06
638341022	4.196388187	2e-06
638341027-cluster	7.30685183	4e-06
638341035-cluster	7.337496792	7e-06
638341037-cluster	7.230239425	3e-06
638341041	7.30685183	0.005059
638341044	1.714146265	0.003281
638341049-cluster	1.744791227	3e-06
638341051-cluster	1.622211379	2e-06
638341055	1.821403632	0.068555
638341056	0.932699734	0.005821
638341059	3.215749403	0.01093
638341060	3.384296694	0.908073
638341074	6.280245603	0.00197
638341078	3.215749403	0.207688
638341080	3.031879631	0.018508
638341081	3.200426922	0.055393
638341082	5.192349452	5e-06
638341086-cluster	5.192349452	3e-06
638341089	5.177026971	5e-06
638341092	1.683501303	0.025051
638341097	2.281078062	0.00851
638341107	3.552843985	0.037478
638341115	4.027840896	0.043528
638341117-cluster	2.893977302	3e-06
638341118-cluster	2.939944745	3e-06
638341119	3.675423833	0.018844
638341124	4.671385098	0.023005
638341134	5.085092085	0.047275
638341138	3.093169555	0.032399
638341139	4.441547883	0.076379
638341140	3.874616086	0.170336
638341152	3.798003681	0.066714
638341157	4.579450212	0.077628
638341168	5.575411477	3e-06
638341169	4.426225402	0.387593
638341178	1.254471835	2e-06
638341182	4.70203006	0.018021
638341183	3.874616086	0.163731
638341184	4.24235563	0.00209
638341199	4.778642465	0.046622
638341202	2.020595885	0.004604
638341203	2.112530771	3e-06
638341204-cluster	2.127853252	2e-06
638341206	2.480270315	0.140937
638341207	2.158498214	2e-06
638341208	1.821403632	0.001503
638341209	2.066563328	0.006006
638341211	3.675423833	0.001974
638341213	2.679462568	0.060066
638341214	3.384296694	0.114728
638341215	3.384296694	0.071105
638341218	3.905261048	0.128717
638341230	5.16170449	0.008329
638341237	2.373012948	3e-06
638341238	4.334290516	4e-06
638341239	4.793964946	0.000764
638341246	3.399619175	0.06395
638341247	2.602850163	0.069849
639279303	4.303645554	0.00455
639279304	4.303645554	0.00455
639279306	3.077847074	2e-06
639279308	1.407696645	0.003519
639279309	1.254471835	0.064801
639279310	6.341535527	4e-06
639279312	5.299606819	0.042823
639633001	2.924622264	0.169026
639633002	5.069769604	0.0033
639633003	4.08913082	2e-06
639633004	4.901222313	4e-06
639633005	4.839932389	2e-06
639633006	4.70203006	2e-06
639633007	4.441547883	2e-06
639633008	5.452831629	3e-06
639633009	1.423019126	2e-06
639633010	2.2504331	0.018078
639633014	7.643946412	0.001668
639633016	1.867371075	3e-06
639633017	1.744791227	2e-06
639633019	1.009312139	2e-06
639633020	2.051240847	0.099698
639633021	4.410902921	0.004522
639633022	3.384296694	0.421749
639633025	3.966550972	0.05515
639633026	3.031879631	0.232198
639633027	2.572205201	3e-06
639633029	1.959305961	0.201569
639633030	1.913338518	3e-06
639633035	2.878654821	0.013929
639633036	3.368974213	0.713101
639633037	4.288323073	0.004787
639633038	2.71010753	0.278914
639633039	4.793964946	2e-06
639633042-cluster	6.494760337	0.021114
639633044	6.678630109	2e-06
639633045	2.219788138	4e-06
639633046	4.518160288	0.072151
639633047	1.852048594	2e-06
639633048	4.763319984	0.001995
639633049	2.158498214	0.002944
639633050	3.951228491	0.152136
639633051	4.901222313	0.017113
639633052	4.671385098	0.338641
639633053	1.989950923	0.133623
639633055	7.552011526	2e-06
639633056	4.732675022	0.001929
639633058	4.839932389	0.028552
639633059	4.334290516	0.00157
639633060	5.667346363	0.359631
639633061	1.974628442	3e-06
639633063	3.644778871	0.553206
639633064	1.668178822	0.111439
639633065	4.472192845	0.125218
639857000	9.206839474	0.010927
639857001	4.579450212	2e-06
639857004	2.71010753	2e-06
639857006	2.2504331	0.108073
639857007	2.679462568	0.054325
639857020	2.541560239	0.091617
639857034	4.181065706	0.119204
639857035	6.678630109	0.007947
639857036	3.920583529	0.168123
639857037	5.452831629	0.011402
640069301	4.058485858	3e-06
640069306	7.031047172	3e-06
640069307	6.602017704	0.004111
640069308	4.165743225	0.005292
640069309	3.460909099	0.001665
640069311	1.821403632	0.003413
640069312	3.460909099	0.003042
640069313	5.376219224	0.078454
640069314	3.981873453	1.698897
640069315	2.786719935	2e-06
640069316	1.852048594	0.040775
640069317	2.204465657	0.707294
640069318	2.204465657	0.017758
640069319	4.426225402	2e-06
640069321	1.377051683	0.00196
640069322	1.377051683	4e-06
640069323	2.633495125	0.027608
640069324	1.377051683	0.019086
640069325	1.836726113	0.00977
640069326	1.989950923	0.127139
640069327-cluster	4.579450212	3e-06
640069328	4.165743225	0.045724
640069329	8.22620069	2e-06
640069330	5.514121553	3e-06
640069332	1.576243936	0.076658
640069333	1.821403632	5e-06
640069334	2.281078062	0.00907
640069335	4.671385098	0.003613
640196209	4.747997503	2e-06
640196212	4.027840896	0.001581
640427101	4.211710668	0.001894
640427103	8.456037905	0.00766
640427104	8.256845652	0.013616
640427106	2.756074973	0.101656
640427107	1.009312139	0.090824
640427108	3.675423833	3e-06
640427109	3.889938567	0.001681
640427110	3.200426922	0.004995
640427111	1.315761759	2e-06
640427112	3.445586618	0.686106
640427113	4.763319984	0.006353
640427115	3.614133909	0.184882
640427116	1.806081151	0.002158
640427117	1.852048594	0.004689
640427118	1.989950923	2e-06
640427119	3.338329251	3e-06
640427120	2.189143176	0.001989
640427121	2.09720829	0.001898
640427122	6.295568084	0.02858
640427126	4.39558044	2e-06
640427128	3.384296694	0.376486
640427129	2.373012948	4e-06
640427130	3.966550972	1.591612
640427131	5.422186667	0.006724
640427132	6.23427816	2e-06
640427133	5.652023882	0.06153
640427134	3.031879631	0.008237
640427135	1.760113708	0.426597
640427136	8.471360386	0.001648
640427137	6.985079729	3e-06
640427138	4.165743225	2e-06
640427139	3.215749403	1.573915
640427140	5.529444034	2e-06
640427142	5.146382009	2e-06
640427144	5.590733958	0.002057
640427146	2.081885809	3e-06
640427147	2.035918366	3e-06
640427148	2.572205201	0.074997
640427149	2.633495125	0.027639
640427150	1.821403632	0.013988
640427151	3.981873453	0.001578
640427152-cluster	4.518160288	4e-06
640612200	4.717352541	0.001488
640612201	5.452831629	0.013849
640612202	5.207671933	0.28255
640612203	3.859293605	0.129128
640612204	3.200426922	0.117562
640612205	4.441547883	0.006334
640612208	1.974628442	3e-06
640612215	1.974628442	0.001586
640612217	1.806081151	0.02039
640612219	5.16170449	0.105211
640612220	4.196388187	0.061648
640612221	4.104453301	0.105641
640612222	7.168949501	2e-06
640753001	2.311723024	0.164269
640753002	3.414941656	0.24975
640753003	4.85525487	0.087192
640753006	5.406864186	0.040855
640753007	3.736713757	2e-06
640753008	4.977834718	0.001558
640753009	1.928660999	3e-06
640753010	1.94398348	0.02588
640753011	1.94398348	0.185837
640753012	1.668178822	0.006608
640753013	1.591566417	4e-06
640753014	2.204465657	0.336307
640753016	5.77460373	0.004269
640753017-cluster	3.889938567	0.001681
640753019	3.920583529	3e-06
640753020	4.502837807	0.025914
640753021	2.005273404	3e-06
640753023	5.085092085	0.009491
640753024	5.00847968	4e-06
640753025	5.514121553	0.001569
640753026	2.158498214	0.138806
640753028	1.882693556	2e-06
640753029	3.981873453	1.72987
640753030	5.376219224	0.07452
640753031	3.828648643	0.246258
640753032	5.360896743	2e-06
640753033	4.671385098	0.040474
640753034	1.852048594	0.305687
640753035	1.852048594	0.04424
640753036	1.852048594	0.110525
640753037	1.928660999	0.141809
640753038	4.579450212	2e-06
640753039	5.238316895	0.016644
640753040	3.813326162	0.350859
640753041	1.377051683	2e-06
640753042	6.356858008	3e-06
640753043	1.392374164	0.037213
640753045	1.438341607	0.001763
640753047	4.885899832	0.818627
640753048	5.268961857	0.009469
640753049	5.514121553	0.009472
640753050	4.885899832	0.124423
640753051	6.8471774	2e-06
640753052	2.771397454	3e-06
640753055	1.928660999	0.071826
640753056	2.09720829	0.026558
640753057	1.898016037	0.005387
640753059	5.023802161	0.011858
640963003	3.951228491	0.004974
640963004	3.981873453	3e-06
640963006	3.966550972	4e-06
640963009	5.100414566	0.001563
640963020	4.012518415	2e-06
640963021	3.951228491	3e-06
640963025	3.215749403	0.001687
640963026	5.069769604	0.218215
640963027	4.441547883	0.014493
640963029	4.08913082	0.1176
640963030	10.325380587	0.110594
640963031	4.518160288	3e-06
640963033	4.410902921	0.043206
640963035	4.24235563	0.005972
640963036	5.238316895	0.043646
640963038	4.885899832	0.011181
640963039	1.928660999	0.269115
640963040	4.947189756	0.900074
640963044	5.115737047	0.009359
640963047	2.893977302	3e-06
640963054	2.112530771	0.001506
640963056	2.143175733	2e-06
640963060	2.909299783	3e-06
641228474	5.452831629	0.018782
641228475	3.414941656	0.284517
641228476	5.46815411	0.049285
641228477	5.881861097	0.001493
641228478	2.618172644	2e-06
641228479	5.069769604	0.049625
641228480-cluster	3.277039327	3e-06
641228482-cluster	7.061692134	2e-06
641228483	1.668178822	0.284909
641228485	4.885899832	0.137742
641228486	4.747997503	0.056017
641228487	2.005273404	0.001712
641228488	3.798003681	0.218506
641228489	6.69395259	0.001672
641228492	8.808454968	0.0201
641228495	1.913338518	0.001478
641228496	1.852048594	0.032042
641228497-cluster	5.452831629	0.001948
641228499	1.79075867	0.016385
641228500	2.143175733	0.282154
641228501	2.572205201	0.034354
641228502	2.924622264	0.138361
641228503	1.300439278	0.00354
641228504	5.529444034	3e-06
641228507	4.962512237	0.007856
641228508	4.671385098	0.165525
641228509	11.382631776	0.013826
641228511	1.898016037	0.949328
641380424	3.660101352	0.009768
641380432	4.39558044	3e-06
641380434	4.717352541	0.075873
641380439	3.798003681	0.044683
641380442	4.043163377	0.156483
641380451	5.391541705	0.053748
641522601	1.591566417	0.118319
641522602	3.981873453	4e-06
641522603	3.981873453	0.003193
641522604	2.327045505	5e-06
641522605	4.931867275	0.003138
641522606	4.227033149	0.050388
641522607	3.690746314	2e-06
641522608	7.643946412	0.003291
641522609	7.643946412	0.001647
641522610	2.694785049	0.6217
641522611	1.898016037	1.137193
641522612	5.652023882	0.010161
641522617	3.644778871	0.0034
641522618	3.798003681	0.001665
641522619	3.859293605	0.001698
641522620	2.418980391	0.005148
641522622	5.452831629	2e-06
641522623	5.16170449	0.001585
641522624	5.498799072	0.001569
641522626	3.077847074	0.0032
641522627	2.020595885	0.001718
641522628	1.821403632	0.010034
641522630	2.143175733	0.187084
641522631	3.001234669	0.075679
641522632	3.154459479	0.585185
641522633	1.821403632	0.000757
641522635	5.805248692	0.084185
641522636	1.760113708	0.041287
641522637	4.012518415	0.029398
641522638	6.448792894	0.002007
641522639	7.552011526	0.010045
641522640	5.253639376	0.001999
641522643	3.997195934	0.199461
641522645	5.713313806	5e-06
641522646	6.127020793	0.004721
641522647	2.740752492	0.035073
641522648	4.885899832	0.091126
641522649	4.885899832	0.123225
641522650	5.284284338	0.001572
641522651	2.112530771	0.002295
641522652	2.081885809	3e-06
641522653	8.07297588	3e-06
641522654	3.430264137	2e-06
641522656-cluster	2.694785049	0.08118
641522657	1.989950923	0.128501
641522659	2.373012948	3e-06
641522660	2.510915277	2e-06
641522661	4.518160288	3e-06
641736113	3.01655715	2e-06
641736116-cluster	5.514121553	0.00157
641736118	7.184271982	2e-06
641736119-cluster	7.168949501	6e-06
641736123	6.724597552	0.003316
641736125	7.168949501	3e-06
641736127	6.724597552	0.016298
641736132	7.214916944	0.017068
641736133	3.338329251	0.289361
641736137	3.874616086	3e-06
641736143	4.058485858	0.006704
641736144	4.594772693	0.024008
641736145	4.058485858	0.00502
641736146	4.058485858	0.001672
641736147	3.644778871	0.046363
641736148	3.920583529	0.003369
641736153	3.568166466	3e-06
641736154	7.643946412	0.00699
641736155	5.483476591	0.025945
641736158-cluster	5.483476591	3e-06
641736163	5.3149293	0.014259
641736169	3.123814517	0.134559
641736171	1.989950923	2e-06
641736172	4.196388187	0.011139
641736173	5.483476591	0.001497
641736179	7.950396032	0.001575
641736183	2.158498214	5e-06
641736184	2.664140087	0.001716
641736189-cluster	2.633495125	2e-06
641736193	3.108492036	0.46853
641736196	4.027840896	0.001551
641736197	3.813326162	0.003375
641736204	1.94398348	3e-06
641736205	2.878654821	0.125554
641736214	5.514121553	0.009447
641736220-cluster	5.514121553	3e-06
641736226	5.514121553	7e-06
641736227	3.414941656	0.001657
641736240	4.39558044	3e-06
641736243	4.717352541	2e-06
641736244	4.487515326	3e-06
641736247	4.809287427	0.00318
641736249	4.656062617	0.19725
641736250	5.46815411	3e-06
641736251-cluster	5.452831629	5e-06
641736263	2.893977302	3e-06
641736264-cluster	2.081885809	3e-06
641736268	6.310890565	1.24462
641736270	3.414941656	0.003401
641736271	3.460909099	2e-06
641736272	2.127853252	4e-06
641736274	2.035918366	0.001517
642487181	1.898016037	0.787729
642555101	3.16978196	3e-06
642555102	4.686707579	2e-06
642555104	3.001234669	0.007145
642555106	3.614133909	0.336598
642555107	2.55688272	3e-06
642555112	7.705236336	0.036595
642555113	8.716520082	0.004995
642555115	3.215749403	1.707654
642555116	2.924622264	2e-06
642555119	3.920583529	0.303093
642555120	2.051240847	0.081805
642555121	2.051240847	0.001633
642555122	3.966550972	1.533151
642555123	3.384296694	0.920213
642555124	3.277039327	0.010085
642555125-cluster	3.736713757	0.001668
642555126	4.058485858	0.010104
642555127	2.526237758	0.749062
642555128	5.100414566	0.035622
642555129	4.196388187	0.02708
642555130	3.951228491	0.034483
642555131	1.63753386	0.00175
642555132	1.545598974	0.015452
642555133	2.817364897	0.009993
642555134	2.878654821	2e-06
642555135	1.989950923	0.006045
642555137	4.181065706	0.00369
642555138	2.464947834	0.032129
642555139	7.015724691	0.001969
642555140	6.38750297	0.003653
642555142	3.384296694	0.628995
642555143	2.09720829	4e-06
642555144	9.160872031	2e-06
642555146	2.051240847	0.039011
642555148	2.434302872	2e-06
642555149	2.051240847	0.092409
642555150	3.843971124	2e-06
642555151	5.360896743	3e-06
642555152	6.172988236	0.044978
642555154	4.747997503	0.001572
642555155	4.85525487	3e-06
642555156	4.671385098	0.001588
642555157	4.885899832	0.001585
642555159	4.962512237	3e-06
642555160	2.388335429	4e-06
642555161	6.464115375	2e-06
642555162	4.671385098	0.003133
642555163	2.127853252	0.003768
642555164-cluster	2.112530771	6e-06
642555165	1.606888898	0.063725
642555167	4.24235563	0.001552
642555168	1.407696645	0.071939
642555169	4.456870364	0.001562
642555170	4.24235563	3e-06
642555171	4.717352541	2e-06
