sequence	TF_perc	metadata_NSTI
2684622551	4.244506277128	0.003994
2684622604	4.3005409134	0.02545
2684622628	3.60010796	0.009
2684622633	2.990731290542	2e-06
2684622675	4.839874287518	0.004704
2684622831	2.962713972406	0.221323
2684622904	3.586099300932	0.356881
2684622906	2.353337302948	0.053508
2684623059-cluster	4.034376391108	0.005146
2684623091	4.314549572468	0.00335
2684623096-cluster	5.652376513462	0.003325
2684623102	4.013363402506	0.003346
2684623109	1.589865383742	2e-06
2684623110	5.995588660628	2e-06
2684623176	4.097415356914	0.001508
2684623178-cluster	0.181995147408	0.00147
2684623188	4.741813674042	0.014249
2684623203	3.684159914408	3e-06
2684623207	3.242887153766	0.018727
2687453177	4.412610185944	0.003139
2687453197-cluster	4.132437004584	0.006663
2687453203	1.435770133994	0.003107
2687453208	0.252038442748	0.005249
2687453220	4.034376391108	0.091633
2687453265	2.26928534854	3e-06
2687453288	5.050004173538	0.014763
2687453302	4.44062750408	0.016967
2687453331	3.88028114136	0.073856
2687453380	0.882428100808	0.026687
2687453384	3.9503244367	0.030264
2687453409	3.509051676058	0.053279
2687453474	1.891051553704	0.001639
2687453570	3.684159914408	0.045811
2687453606	5.624359195326	2e-06
2687453778	2.920687995202	0.00157
2687453780	5.064012832606	0.005172
2690315604-cluster	4.6507573901	3e-06
2690315655	4.678774708236	0.015649
2690315760	4.874895935188	3e-06
2690315861	4.048385050176	0.174154
2690315863	4.419614515478	0.029408
2690315875	4.013363402506	0.164929
2690315887	4.559701106158	0.010475
2690315921	1.25365756611	0.240162
2690315952	3.053770256348	0.006715
2693429543	3.9503244367	2e-06
2693429635	4.223493288526	0.003498
2693429689	1.330705190984	0.033959
2693429821	3.186852517494	0.190882
2693429865	2.773597074988	0.051005
2693429871	3.453017039786	0.129421
2693429894	3.453017039786	2e-06
2693429896	1.835016917432	0.118563
2695420333	3.537068994194	0.001472
2695420407	1.617882701878	0.032017
2695420413	3.77521619835	3e-06
2695420492	5.63136352486	0.001586
2695420681	3.726185891612	0.001559
2695420869	3.9503244367	0.001558
2695420937	3.130817881222	0.005872
2695421016	1.877042894636	1.46274
2698536364	4.146445663652	0.003505
2698536385-cluster	5.834489081346	0.003172
2698536452-cluster	2.822627381726	0.888464
2698536814	2.241268030404	0.056066
2698536819	1.877042894636	0.045776
2700988679	1.162601282168	0.001672
2700988701	2.192237723666	0.031684
2700988710	4.692783367304	2e-06
2700988728	3.551077653262	0.072904
2700989113	1.806999599296	0.080997
2700989258	0.76335449873	0.001641
2700989266-cluster	2.682540791046	3e-06
2700989272	3.999354743438	0.008795
2700989315	3.467025698854	0.001504
2700989401	4.377588538274	0.0084
2700989474	2.02413381485	0.005136
2703718692	5.113043139344	0.001585
2703718785	4.237501947594	3e-06
2703718794	4.076402368312	0.001594
2703719210-cluster	2.822627381726	0.500781
2703719218	4.05538937971	3e-06
2703719311	4.916921912392	0.001722
2703719455	3.677155584874	0.007465
2706794418	3.60010796	0.003792
2706794421	3.768211868816	0.005948
2706794549	4.54569244709	0.00472
2706794584	4.328558231536	0.04356
2706794629-cluster	4.503666469886	0.020325
2706794658	2.122194428326	0.05168
2706794671	4.279527924798	0.006302
2706794701	2.115190098792	0.195704
2706794758	0.840402123604	0.06004
2706795026	2.808618722658	0.005837
2708742412-cluster	3.663146925806	0.040693
2708742535	4.293536583866	0.057946
2708742734	1.309692202382	0.41751
2713896734-cluster	1.729951974422	0.013105
2713896744	1.694930326752	0.125157
2713896820	0.30807307902	0.003647
2713896888	3.361960755844	2e-06
2713896894	3.333943437708	3e-06
2713896917	4.58071409476	0.001569
2713896931	0.23802978368	0.001754
2713896957	1.309692202382	0.006644
2713896978	2.577475848036	0.001658
2713896979	3.474030028388	0.030572
2713897050	3.537068994194	0.001723
2716884108	1.610878372344	0.389221
2716884894	2.850644699862	0.006658
2718217684	1.029519021022	0.942331
2718217761-cluster	3.77521619835	0.002974
2718217852	3.768211868816	0.153329
2718217925	3.21486983563	0.042491
2718217930	2.360341632482	2e-06
2718217952	3.193856847028	0.050604
2718217956	3.84525949369	0.076923
2718217980	2.052151132986	0.008747
2718218032	1.799995269762	0.262436
2718218088	4.202480299924	0.001458
2718218231	4.034376391108	0.040336
2718218255	5.869510729016	0.004749
2718218265	5.547311570452	0.001593
2718218336	3.894289800428	0.024354
2718218352	4.37058420874	0.001617
2718218381	4.328558231536	0.040135
2718218404	3.382973744446	0.051386
2718218462	4.608731412896	0.00157
2721755148	1.435770133994	2e-06
2721755498	4.09041102738	0.001564
2721755585	4.139441334118	4e-06
2721755614	4.132437004584	0.013494
2721755671	3.544073323728	0.001687
2721755737	2.717562438716	0.004433
2721755753	5.330177354898	0.003174
2721755758	3.964333095768	0.001675
2721755762	3.943320107166	0.020328
2721755863	3.340947767242	0.103604
2724678989	1.330705190984	0.229512
2724679054	3.403986733048	0.087262
2724679111	4.342566890604	0.00396
2724679183	4.069398038778	0.003863
2724679194	3.298921790038	0.255792
2724679223	2.02413381485	3e-06
2724679359	4.314549572468	0.006299
2724679466	5.449250956976	0.019098
2724679510-cluster	0.97348438475	3e-06
2724679517-cluster	0.805380475934	4e-06
2724679731	2.09417711019	0.171033
2724679777	4.307545242934	0.060517
2724679789	2.962713972406	0.405935
2728368989	4.734809344508	0.017034
2728369004	4.727805014974	2e-06
2728369030	4.391597197342	0.002974
2728369131	4.258514936196	2e-06
2728369266	4.111424015982	0.252522
2728369444	1.309692202382	0.584875
2728369490	1.022514691488	0.33738
2728369508	1.260661895644	0.035919
2728369530	1.267666225178	0.806648
2728369533	1.8490255765	0.015208
2728369540	1.414757145392	0.06879
2728369585	1.260661895644	0.152709
2728369614	3.63512960767	2e-06
2728369657	3.803233516486	0.00166
2728369658	2.913683665668	0.006584
2728369672	3.9503244367	0.086873
2731639168-cluster	1.141588293566	0.055847
2731639185	2.913683665668	0.196622
2731639222	1.631891360946	0.532741
2731957550-cluster	1.372731168188	0.192621
2731957556	4.58071409476	0.004783
2731957558-cluster	5.939554024356	0.000827
2731957603	3.999354743438	0.034611
2731957607	2.192237723666	0.056788
2731957663	3.642133937204	3e-06
2731957675	3.446012710252	0.055007
2731957686	3.544073323728	0.056354
2731957694	2.290298337142	0.06753
2731957760	0.532211624108	0.001765
2731957912	2.521441211764	0.108494
2731957920-cluster	2.808618722658	0.00194
2731957938	4.552696776624	0.001568
2731957941	4.51067079942	0.003142
2731957945	4.412610185944	0.015738
2734481903	1.785986610694	0.015015
2734482011	2.241268030404	0.849561
2734482412	3.502047346524	3e-06
2734482435	3.347952096776	0.001478
2734482451	3.439008380718	0.001471
2737471612	2.871657688464	0.002687
2737471645	4.02036773204	0.062469
2737472002	4.503666469886	4e-06
2738541265-cluster	4.783839651246	2e-06
2738541275-cluster	2.885666347532	2e-06
2738541297-cluster	5.014982525868	0.004902
2739367797	1.828012587898	0.478608
2739367831	2.997735620076	0.547116
2739367875	1.961094849044	0.278407
2739368066	4.3005409134	0.00168
2740891833	5.225112411888	0.007755
2740892145-cluster	2.122194428326	0.012843
2740892148	3.396982403514	0.015924
2740892156	1.729951974422	0.001592
2740892160-cluster	2.955709642872	0.003901
2740892438	4.692783367304	0.001506
2740892503	5.120047468878	0.003127
2740892513-cluster	3.726185891612	0.001502
2740892544	4.258514936196	3e-06
2744054527	3.396982403514	3e-06
2744054538	3.186852517494	0.008456
2744054584	3.558081982796	0.013507
2744054598	1.750964963024	0.078015
2744054732	2.598488836638	0.004936
2744054737	4.748818003576	0.001487
2744054823	4.223493288526	3e-06
2744054856	3.375969414912	0.087284
2744054916	1.442774463528	0.003159
2744054952	5.603346206724	0.013401
2747842409	1.863034235568	0.00327
2747842412	1.46378745213	0.076487
2747842505	4.3005409134	0.08542
2751185577	1.74396063349	0.249934
2751185627	1.372731168188	0.003118
2751185672	4.111424015982	0.075191
2751185696	1.680921667684	0.178526
2751185699	2.437389257356	0.088155
2751185702	3.761207539282	0.110804
2751185708	2.521441211764	0.079698
2751185821	4.51067079942	0.017576
2751185907	5.0009738668	0.042857
2751185921	4.867891605654	0.004731
2751185932	5.028991184936	0.001573
2754412428	1.70893898582	0.037521
637000001	2.451397916424	0.304019
637000002	3.579094971398	3e-06
637000004	2.248272359938	2e-06
637000005	2.066159792054	0.164164
637000007	1.806999599296	0.006107
637000008	0.90344108941	0.254033
637000009	0.441155340166	3e-06
637000010	1.400748486324	0.295767
637000012	3.263900142368	0.090645
637000015	3.908298459496	3e-06
637000018	4.139441334118	2e-06
637000019	4.734809344508	0.017279
637000020	3.340947767242	0.003032
637000023	3.999354743438	0.002964
637000024	1.491804770266	0.001546
637000025	1.435770133994	0.001547
637000026	1.442774463528	0.003091
637000027	1.905060212772	3e-06
637000028	1.835016917432	2e-06
637000031	3.081787574484	4e-06
637000038	3.207865506096	2e-06
637000039-cluster	3.403986733048	3e-06
637000040	3.403986733048	3e-06
637000041	3.403986733048	0.00196
637000046	6.247744523852	0.000814
637000047	6.233735864784	0.00613
637000048-cluster	4.146445663652	4e-06
637000050	4.05538937971	4e-06
637000051	5.73642846787	0.003315
637000052	4.419614515478	3e-06
637000053	5.344186013966	2e-06
637000057	2.423380598288	0.3422
637000058	1.1485926231	0.003888
637000059	0.504194305972	0.003157
637000060	2.696549450114	0.49602
637000061	3.656142596272	0.037334
637000062	0.104947522534	2e-06
637000063	0.210012465544	5e-06
637000064	0.231025454146	0.135102
637000065	0.188999476942	2e-06
637000066	0.188999476942	0.013574
637000067	0.16798648834	0.033709
637000068	0.231025454146	0.094444
637000069	0.231025454146	0.095923
637000070	0.181995147408	0.002957
637000071	0.231025454146	0.094445
637000072	1.232644577508	0.159607
637000073	1.687925997218	1.105721
637000074	3.474030028388	2e-06
637000075	4.244506277128	0.174753
637000076-cluster	3.712177232544	0.250051
637000079	3.228878494698	0.001691
637000080	3.439008380718	3e-06
637000081	3.193856847028	0.015953
637000082	2.248272359938	5e-06
637000085	2.02413381485	0.001629
637000086	0.959475725682	3e-06
637000087	1.806999599296	0.455722
637000088	2.82963171126	0.076155
637000089	3.067778915416	2e-06
637000090	2.031138144384	1.072413
637000092	1.631891360946	0.003473
637000093	4.384592867808	0.036513
637000094	2.108185769258	0.282066
637000095	2.02413381485	0.357941
637000096	2.332324314346	0.001528
637000097	0.532211624108	0.01464
637000098	0.532211624108	0.021892
637000099	0.567233271778	0.063006
637000101	4.769830992178	0.001541
637000102	4.566705435692	2e-06
637000103	2.30430699621	0.098663
637000104	4.293536583866	0.004721
637000105	4.279527924798	0.010507
637000107	3.81023784602	0.004704
637000109	3.873276811826	0.001573
637000111	0.945467066614	3e-06
637000113	1.211631588906	4e-06
637000114	1.211631588906	0.006755
637000115	2.990731290542	0.008985
637000116	2.591484507104	0.002052
637000117	1.736956303956	0.00337
637000118	2.752584086386	0.003034
637000120	2.16422040553	3e-06
637000121	1.477796111198	0.038252
637000122	2.61950182524	2e-06
637000124	1.624887031412	0.00156
637000125	2.227259371336	0.003179
637000126	2.262281019006	0.003202
637000127	2.44439358689	0.222376
637000128	2.47941523456	0.252914
637000129	1.968099178578	0.324422
637000130	0.30807307902	0.039861
637000131	0.595250589914	0.082506
637000132	0.245034113214	2e-06
637000133	0.245034113214	0.001772
637000134	0.245034113214	3e-06
637000135	3.396982403514	0.454137
637000136	2.822627381726	2e-06
637000137	3.396982403514	0.208488
637000138	2.962713972406	3e-06
637000139	2.087172780656	0.004437
637000140-cluster	2.801614393124	2e-06
637000142	4.944939230528	2e-06
637000143	3.298921790038	0.007702
637000144	3.642133937204	3e-06
637000145	2.332324314346	0.284348
637000146	1.933077530908	3e-06
637000149	3.768211868816	0.015381
637000150	0.959475725682	4e-06
637000152	4.82586562845	2e-06
637000154	4.89590892379	3e-06
637000155	2.528445541298	0.003896
637000156	2.311311325744	0.148493
637000157	2.44439358689	0.114499
637000159	4.734809344508	2e-06
637000160	4.412610185944	0.068686
637000161	1.295683543314	0.066608
637000163	1.414757145392	0.396701
637000164	1.246653236576	0.436037
637000165	2.626506154774	0.055972
637000166	1.624887031412	2e-06
637000167	3.221874165164	2e-06
637000170	1.891051553704	0.062782
637000171	2.920687995202	0.021114
637000186	2.402367609686	2e-06
637000187	1.982107837646	0.335966
637000188-cluster	1.39374415679	4e-06
637000189	1.365726838654	3e-06
637000190	1.407752815858	4e-06
637000192	2.682540791046	0.054619
637000193	2.682540791046	0.047275
637000194	1.799995269762	3e-06
637000195	1.792990940228	0.207722
637000196	1.414757145392	0.001632
637000197	1.666913008616	2e-06
637000199	1.330705190984	0.030751
637000201	3.768211868816	0.013227
637000203	2.26928534854	0.001549
637000204	2.227259371336	0.088538
637000205	1.232644577508	0.101512
637000206	3.67015125534	0.090826
637000207	3.375969414912	0.077365
637000208	4.40560585641	0.018552
637000210	0.72833285106	2e-06
637000211	0.770358828264	0.009248
637000212	0.672298214788	0.007894
637000213	0.714324191992	2e-06
637000214	0.707319862458	0.023006
637000215	1.449778793062	4e-06
637000216	3.21486983563	2e-06
637000217	2.682540791046	0.008075
637000219	4.72080068544	0.011235
637000220	4.538688117556	2e-06
637000221	4.881900264722	0.003162
637000222-cluster	4.538688117556	6e-06
637000223	3.726185891612	3e-06
637000224	4.181467311322	3e-06
637000226	2.05915546252	0.029321
637000227	2.16422040553	2e-06
637000229	5.897528047152	0.039509
637000230	5.183086434684	2e-06
637000231	4.643753060566	3e-06
637000234	2.738575427318	0.090217
637000235	4.68577903777	0.034344
637000236	1.56885239514	0.127784
637000237	2.430384927822	0.0546
637000238	2.430384927822	0.003815
637000239-cluster	2.255276689472	2e-06
637000240	2.430384927822	0.011531
637000241	2.815623052192	2e-06
637000242-cluster	1.001501702886	0.00177
637000243	0.812384805468	3e-06
637000245	0.791371816866	2e-06
637000246	0.791371816866	2e-06
637000248	2.010125155782	0.323123
637000249	2.346332973414	0.296833
637000250	1.715943315354	0.40866
637000251	4.587718424294	0.01118
637000252-cluster	4.40560585641	3e-06
637000253	4.202480299924	0.001573
637000254	4.202480299924	3e-06
637000258	3.382973744446	0.031062
637000259	3.523060335126	0.030881
637000260	3.523060335126	0.051586
637000263	4.146445663652	4e-06
637000264	3.277908801436	0.001573
637000265	3.467025698854	0.003143
637000267	3.77521619835	0.090591
637000268	3.77521619835	0.018137
637000270	2.423380598288	0.057617
637000271	3.298921790038	0.021335
637000272	3.410991062582	0.001472
637000274	3.291917460504	0.001473
637000277-cluster	3.368965085378	8e-06
637000278-cluster	3.42499972165	2e-06
637000281	2.96971830194	0.000835
637000282	3.516056005592	0.005973
637000284	4.216488958992	2e-06
637000285	4.412610185944	3e-06
637000286	3.9503244367	2e-06
637000287	3.901294129962	3e-06
637000288	4.734809344508	3e-06
637000289	3.593103630466	3e-06
637000290	3.467025698854	2e-06
637000293	4.139441334118	2e-06
637000299	4.223493288526	3e-06
637000302-cluster	2.37435029155	2e-06
637000304	4.3005409134	2e-06
637000305	4.132437004584	0.001653
637000306	2.010125155782	0.684695
637000307	1.316696531916	3e-06
637000308	1.316696531916	3e-06
637000309	0.882428100808	0.001953
637000310	0.714324191992	0.116645
637000311	0.882428100808	0.013605
637000312	1.477796111198	0.401332
637000313	1.477796111198	0.438424
637000314	0.714324191992	0.102057
637000316	2.61950182524	0.205072
637000317	1.821008258364	0.059374
637000319	3.046765926814	2e-06
637000320	1.316696531916	0.171859
637000321	2.02413381485	0.001539
637000322	1.477796111198	3e-06
637000324	2.052151132986	0.058601
637000325	1.961094849044	0.068109
637000326	1.365726838654	0.089469
637000327	1.484800440732	0.001511
637000329	1.036523350556	2e-06
637000333	3.698168573476	0.017585
637000334	4.09041102738	3e-06
637000335	4.33556256107	3e-06
637000336	4.216488958992	0.001585
637000337	4.216488958992	2e-06
637000339	0.854410782672	2e-06
637000340	0.784367487332	0.068827
637000341	1.442774463528	0.192892
637000343	2.93469665427	3e-06
637000344	2.801614393124	3e-06
637000346	3.018748608678	2e-06
637000347	3.018748608678	4e-06
637000348	2.073164121588	0.128999
637000350	3.551077653262	0.001583
637000351	3.35495642631	0.001588
637000352	3.523060335126	0.001568
637000353	3.298921790038	0.001582
637000354	3.35495642631	4e-06
637000355	3.474030028388	2e-06
637000356	2.346332973414	3e-06
638154502	1.933077530908	0.0108
638154503	2.087172780656	0.022486
638154504	2.206246382734	0.075679
638154505	1.267666225178	0.150678
638154507	1.25365756611	0.862784
638154508	1.39374415679	0.035557
638154509	1.526826417936	3e-06
638154510	1.414757145392	0.02286
638154512	1.659908679082	0.322561
638154513	0.90344108941	0.339235
638154514	1.982107837646	1.388194
638154515	1.701934656286	0.009279
638154517	2.003120826248	3e-06
638154518-cluster	1.947086189976	2e-06
638154519	1.8490255765	0.199443
638154522	1.659908679082	0.369102
638341004-cluster	2.290298337142	4e-06
638341009	3.07478324495	0.001961
638341012	3.999354743438	3e-06
638341014	3.35495642631	0.006156
638341015	4.05538937971	3e-06
638341022	4.237501947594	2e-06
638341027-cluster	4.146445663652	4e-06
638341035-cluster	4.146445663652	7e-06
638341037-cluster	4.251510606662	3e-06
638341041	4.146445663652	0.005059
638341044	0.847406453138	0.003281
638341049-cluster	0.994497373352	3e-06
638341051-cluster	0.847406453138	2e-06
638341055	0.847406453138	0.068555
638341056	1.1485926231	0.005821
638341059	1.67391733815	0.01093
638341060	1.799995269762	0.908073
638341074	0.65828955572	0.00197
638341078	2.227259371336	0.207688
638341080	4.692783367304	0.018508
638341081	2.262281019006	0.055393
638341082	4.111424015982	5e-06
638341086-cluster	3.929311448098	3e-06
638341089	4.279527924798	5e-06
638341092	1.659908679082	0.025051
638341097	1.694930326752	0.00851
638341107	3.474030028388	0.037478
638341115	1.764973622092	0.043528
638341117-cluster	4.79084398078	3e-06
638341118-cluster	4.79084398078	3e-06
638341119	2.668532131978	0.018844
638341124	4.524679458488	0.023005
638341134	2.682540791046	0.047275
638341138	2.44439358689	0.032399
638341139	3.17984818796	0.076379
638341140	3.081787574484	0.170336
638341152	2.241268030404	0.066714
638341157	3.403986733048	0.077628
638341168	4.328558231536	3e-06
638341169	3.375969414912	0.387593
638341178	0.812384805468	2e-06
638341182	3.558081982796	0.018021
638341183	3.130817881222	0.163731
638341184	3.432004051184	0.00209
638341199	2.836636040794	0.046622
638341202	4.412610185944	0.004604
638341203	4.16045432272	3e-06
638341204-cluster	3.922307118564	2e-06
638341206	3.992350413904	0.201411
638341207	3.2498914833	2e-06
638341208	4.076402368312	0.001503
638341209	3.691164243942	0.006006
638341211	2.990731290542	0.001974
638341213	0.882428100808	0.060066
638341214	1.309692202382	0.114728
638341215	1.309692202382	0.071105
638341218	1.8490255765	0.128717
638341230	4.174462981788	0.008329
638341237	1.596869713276	3e-06
638341238	4.139441334118	4e-06
638341239	4.839874287518	0.000764
638341246	4.083406697846	0.06395
638341247	2.311311325744	0.069849
639279303	4.258514936196	0.00455
639279304	4.258514936196	0.00455
639279306	2.93469665427	2e-06
639279308	0.686306873856	0.003519
639279309	0.567233271778	0.064801
639279310	4.573709765226	4e-06
639279312	2.430384927822	0.042823
639633001	2.010125155782	0.169026
639633002	3.63512960767	0.0033
639633003	3.803233516486	2e-06
639633004	4.02036773204	4e-06
639633005	4.062393709244	2e-06
639633006	4.223493288526	2e-06
639633007	3.263900142368	2e-06
639633008	4.048385050176	3e-06
639633009	1.4988090998	2e-06
639633010	2.696549450114	0.018078
639633014	6.233735864784	0.001668
639633016	1.036523350556	3e-06
639633017	0.994497373352	2e-06
639633019	1.141588293566	2e-06
639633020	1.232644577508	0.099698
639633021	3.712177232544	0.004522
639633022	1.961094849044	0.421749
639633025	1.74396063349	0.05515
639633026	2.066159792054	0.232198
639633027	3.53006466466	3e-06
639633029	3.340947767242	0.201569
639633030	2.920687995202	3e-06
639633035	4.82586562845	0.013929
639633036	1.610878372344	0.713101
639633037	2.82963171126	0.004787
639633038	1.267666225178	0.278914
639633039	1.74396063349	2e-06
639633042-cluster	2.920687995202	0.021114
639633044	2.675536461512	2e-06
639633045	1.421761474926	4e-06
639633046	2.96971830194	0.072151
639633047	3.270904471902	2e-06
639633048	3.908298459496	0.001995
639633049	4.048385050176	0.002944
639633050	2.16422040553	0.152136
639633051	3.256895812834	0.017113
639633052	3.53006466466	0.33975
639633053	0.90344108941	0.133623
639633055	5.442246627442	2e-06
639633056	3.207865506096	0.001929
639633058	3.523060335126	0.028552
639633059	3.439008380718	0.00157
639633060	2.451397916424	0.359631
639633061	3.593103630466	3e-06
639633063	1.968099178578	0.553206
639633064	1.25365756611	0.111439
639633065	4.09041102738	0.125218
639857000	2.052151132986	0.010927
639857001	3.130817881222	2e-06
639857004	1.225640247974	2e-06
639857006	0.714324191992	0.108073
639857007	0.882428100808	0.054325
639857020	2.388358950618	0.091617
639857034	2.388358950618	0.119204
639857035	1.036523350556	0.007947
639857036	2.115190098792	0.168123
639857037	1.07854932776	0.011402
640069301	3.49504301699	3e-06
640069306	4.251510606662	3e-06
640069307	5.645372183928	0.004111
640069308	6.184705558046	0.005351
640069309	2.073164121588	0.001665
640069311	1.141588293566	0.003413
640069312	2.451397916424	0.003042
640069313	4.069398038778	0.078454
640069314	1.982107837646	1.698897
640069315	4.013363402506	3e-06
640069316	1.267666225178	0.040775
640069317	1.337709520518	0.707294
640069318	1.141588293566	0.017758
640069319	2.920687995202	2e-06
640069321	0.707319862458	0.00196
640069322	0.707319862458	4e-06
640069323	0.882428100808	0.027608
640069324	0.707319862458	0.019086
640069325	0.672298214788	0.00977
640069326	0.90344108941	0.127139
640069327-cluster	3.361960755844	3e-06
640069328	3.186852517494	0.045724
640069329	4.363579879206	2e-06
640069330	3.572090641864	0.001559
640069332	1.022514691488	0.263636
640069333	4.076402368312	5e-06
640069334	3.593103630466	0.00907
640069335	4.671770378702	0.003613
640196209	1.806999599296	2e-06
640196212	3.747198880214	0.001581
640427101	2.962713972406	0.001912
640427103	3.17984818796	0.00766
640427104	3.00473994961	0.013616
640427106	2.773597074988	0.113282
640427107	1.141588293566	0.090824
640427108	3.719181562078	3e-06
640427109	3.796229186952	0.001681
640427110	2.808618722658	0.004995
640427111	2.507432552696	2e-06
640427112	1.961094849044	0.686106
640427113	4.96595221913	0.006353
640427115	1.968099178578	0.184882
640427116	2.262281019006	0.022432
640427117	2.227259371336	0.004689
640427118	3.277908801436	2e-06
640427119	1.771977951626	3e-06
640427120	1.8490255765	0.001989
640427121	1.18361427077	0.001898
640427122	2.605493166172	0.02858
640427126	2.885666347532	2e-06
640427128	3.35495642631	0.564866
640427129	1.736956303956	4e-06
640427130	2.353337302948	1.591612
640427131	3.859268152758	0.006724
640427132	4.944939230528	2e-06
640427133	4.75582233311	0.06153
640427134	1.652904349548	0.020889
640427135	1.21863591844	1.139297
640427136	5.897528047152	0.003294
640427137	4.734809344508	3e-06
640427138	2.878662017998	2e-06
640427139	1.694930326752	1.573915
640427140	2.892670677066	2e-06
640427142	4.083406697846	2e-06
640427144	3.277908801436	0.002057
640427146	3.621120948602	3e-06
640427147	3.572090641864	4e-06
640427148	0.882428100808	0.074997
640427149	0.882428100808	0.027639
640427150	2.02413381485	0.013988
640427151	3.614116619068	0.001578
640427152-cluster	3.551077653262	4e-06
640612200	4.167458652254	0.001488
640612201	1.015510361954	0.013849
640612202	1.947086189976	0.28255
640612203	3.130817881222	0.129128
640612204	1.877042894636	0.117562
640612205	2.75958841592	0.006334
640612208	2.37435029155	0.017573
640612215	2.37435029155	0.019156
640612217	2.262281019006	0.040662
640612219	3.095796233552	0.105211
640612220	3.474030028388	0.061648
640612221	3.551077653262	0.105641
640612222	4.251510606662	2e-06
640753001	2.44439358689	0.164269
640753002	3.172843858426	0.24975
640753003	1.806999599296	0.087192
640753006	3.943320107166	0.040855
640753007	4.272523595264	2e-06
640753008	1.232644577508	0.001558
640753009	1.057536339158	3e-06
640753010	1.092557986828	0.02588
640753011	1.092557986828	0.185837
640753012	0.875423771274	0.006608
640753013	0.86841944174	4e-06
640753014	1.337709520518	0.336307
640753016	4.916921912392	0.004269
640753017-cluster	3.796229186952	0.001681
640753019	4.272523595264	3e-06
640753020	4.258514936196	0.025914
640753021	1.18361427077	3e-06
640753023	3.873276811826	0.009491
640753024	4.076402368312	4e-06
640753025	3.74019455068	0.001569
640753026	1.982107837646	0.138806
640753028	0.945467066614	2e-06
640753029	1.982107837646	1.72987
640753030	4.069398038778	0.07452
640753031	3.123813551688	0.246258
640753032	5.953562683424	2e-06
640753033	4.622740071964	0.040474
640753034	1.267666225178	0.305687
640753035	1.267666225178	0.04424
640753036	1.267666225178	0.110525
640753037	1.302687872848	0.141809
640753038	4.314549572468	2e-06
640753039	1.56885239514	0.019913
640753040	2.808618722658	0.350859
640753041	0.707319862458	2e-06
640753042	4.832869957984	3e-06
640753043	0.882428100808	0.037213
640753045	1.001501702886	0.001763
640753047	2.241268030404	0.818627
640753048	6.135675251308	0.009469
640753049	3.572090641864	0.011028
640753050	3.74019455068	0.124423
640753051	5.042999844004	2e-06
640753052	3.21486983563	3e-06
640753055	3.978341754836	0.071826
640753056	1.414757145392	0.026558
640753057	1.806999599296	0.005387
640753059	3.88028114136	0.011858
640963003	3.831250834622	0.004974
640963004	3.614116619068	3e-06
640963006	3.77521619835	4e-06
640963009	4.33556256107	0.001563
640963020	3.77521619835	2e-06
640963021	2.79461006359	3e-06
640963025	3.81023784602	0.104032
640963026	4.608731412896	0.218215
640963027	2.990731290542	0.014493
640963029	3.467025698854	0.1176
640963030	1.715943315354	0.110594
640963031	3.551077653262	3e-06
640963033	3.291917460504	0.043206
640963035	3.432004051184	0.005972
640963036	2.72456676825	0.043646
640963037	1.764973622092	0.131705
640963038	3.42499972165	0.011181
640963039	1.302687872848	0.269115
640963040	1.141588293566	0.900074
640963044	3.901294129962	0.009359
640963047	4.79084398078	3e-06
640963054	3.467025698854	0.001506
640963056	3.91530278903	2e-06
640963060	5.078021491674	3e-06
641228474	1.316696531916	0.018782
641228475	3.172843858426	0.284517
641228476	4.097415356914	0.049285
641228477	4.321553902002	0.001493
641228478	2.248272359938	2e-06
641228479	4.608731412896	0.049625
641228480-cluster	3.403986733048	6e-06
641228482-cluster	6.338800807794	2e-06
641228483	1.25365756611	0.284909
641228485	2.241268030404	0.137742
641228486	4.013363402506	0.056017
641228487	1.18361427077	0.001712
641228488	1.933077530908	0.218506
641228489	6.01660164923	0.001672
641228492	2.990731290542	0.0201
641228495	2.451397916424	0.001478
641228496	1.267666225178	0.032042
641228497-cluster	2.815623052192	0.001948
641228499	1.169605611702	0.016385
641228500	1.996116496714	0.282154
641228501	0.770358828264	0.034354
641228502	3.340947767242	0.138361
641228503	1.001501702886	0.00354
641228504	2.892670677066	3e-06
641228507	3.572090641864	0.007856
641228508	3.53006466466	0.165525
641228509	1.610878372344	0.013826
641228511	1.526826417936	0.949328
641380424	3.102800563086	0.009768
641380432	3.474030028388	3e-06
641380434	1.968099178578	0.075873
641380439	2.02413381485	0.044683
641380442	2.668532131978	0.156483
641380451	4.328558231536	0.053748
641522601	2.612497495706	0.118319
641522602	3.77521619835	4e-06
641522603	3.684159914408	0.003193
641522604	2.290298337142	5e-06
641522605	3.42499972165	0.003138
641522606	2.500428223162	0.050388
641522607	4.26551926573	2e-06
641522608	6.233735864784	0.003291
641522609	6.233735864784	0.001647
641522610	3.011744279144	0.6217
641522611	1.526826417936	1.137193
641522612	3.936315777632	0.010161
641522617	3.432004051184	0.0034
641522618	3.691164243942	0.001665
641522619	3.88028114136	0.001698
641522620	2.02413381485	0.005148
641522622	1.015510361954	2e-06
641522623	3.936315777632	0.001585
641522624	3.978341754836	0.001569
641522626	3.572090641864	0.0032
641522627	2.647519143376	0.001718
641522628	1.316696531916	0.010034
641522630	2.311311325744	0.187084
641522631	2.206246382734	0.075679
641522632	3.011744279144	0.585185
641522633	2.717562438716	0.000757
641522635	3.38997807398	0.084185
