assembly	d.gRodon
2554235412	335.87
2568526106	362.58
2568526127	357.14
2568526463	371.52
2568526546-cluster	330.4
2568526604	328.43
2568526627-cluster	330.74
2568526740	352.46
2571042203	344.33
2571042475-cluster	333.58
2571042697	360.68
2571042731	369.3
2571042756	358.01
2574179868	362.53
2576861567	353.11
2576861568	351.1
2579778542	328.95
2579778625	341.05
2579778805	329.38
2585427802	364.58
2597489927	330.34
2597489929-cluster	359.23
2597490211	351.64
2627854035	337.33
2627854228	344.42
2630968812	373.78
2634166498	344.58
2634166500	349.57
2639762880	344.01
2639763168	345.82
2645727707	365.07
2645727851-cluster	352.86
2648501256	360.13
2648501688	362.74
2648501754	351.71
2648501756	348.37
2648501788	362.64
2648501809	338.67
2651869680-cluster	353.95
2651869859	349.5
2657245110-cluster	342.96
2660238265	345.56
2663762909	350.72
2671180766-cluster	342.13
2687453513	355.66
2695420462	373.17
2718217790	356.93
2718217886	336.9
2718217888	364.36
2718218166	346.11
2563366541	287.68
2563367170	279.93
2700989481	286.22
2671180881	303.13
2700989482	313.92
2562617155	298.81
2700989477	392.08
2671181141	374.48
2558860249	316.41
2576861694	340.48
2558860248	347.54
2554235363	310.17
2561511176	310.84
2700989478	374.43
2663763012	342.58
2700989480	301.24
2657244987	340.69
2663762956-cluster	343.49
2681813176	342.43
2660238202	327.35
647533173	290.22
2645727962	290.6
2654587528	282.97
2654587529	285.21
2700989479	305.5
2660238340-cluster	365.3
2663762904	364.47
2534682345	382.04
2619619087-cluster	407.78
2690316136	405.28
2690316264	397.11
2695420767	387.13
2698536467	399.92
2687453546	344.64
2546825547	322.3
2751185975	287.51
2516493030	350.69
649633097	217.27
2521172689	223.78
2710264729	191.03
2615840672-cluster	181
2660238779	164.56
648028058	166.78
2529293096	272.11
2545824783	223.77
2639763033	283.04
2506783064	270.92
2645727932	272.13
2687453291	272.53
646311960	243.62
2558860208	263.76
2687453166	270.12
2751185767	258.41
2524614541	286.84
2600254903	246.18
649633076	343.56
2648501445	198.91
2531839094	244.57
2516143123	311.03
2516143121-cluster	314.06
2516143122	308.95
2512564091	395.63
2599185176	401.09
2504136000	405.34
2585427637	410.52
2585427938-cluster	413.14
2718217727-cluster	414.52
2511231138	417.17
2554235335-cluster	400.41
2558309077	403.07
2561511163-cluster	402.42
2565956551	403.63
2663763454	395.72
2667527465	401.53
2675903245	416.52
2690316001	395.4
2724679383	543.42
2639763020	429.73
2547132107	432.78
2541047544-cluster	417.01
2576861440	413.09
2576861557	418.42
2563367212-cluster	421.3
2554235368-cluster	392.76
2554235369	387.25
2606217120-cluster	384.06
2609459778	387.37
2609459855	386.96
2648501761-cluster	398.18
2684623179	392.85
2518645539	419.85
2518645540	413.81
2519899532	411.86
2519899534-cluster	406
2519899542	394.75
2519899544	396.47
2519899546-cluster	394.46
2540341121	398.28
2541047133	406.59
2541047135	407.62
2541047146-cluster	412.38
2579778646-cluster	410.22
2721755525	422.17
2617271304	374.41
2636415651	381.84
2582581010	388.75
2636415677-cluster	380.15
2636415809	411.98
2654587719	403.56
2582581009	366.39
2630968415	379.26
2617271244	326.49
2687453172	325.04
2671180359	331.71
2636415478	343.42
2721755117	416.78
2654587930	394.38
2744054780	443.3
2721755156	478.54
2517572072-cluster	626.04
2718218058	436.78
2740892510	507.18
2645727612	479.91
2751185584	435.9
2721755157-cluster	490.45
2602041904	465.72
2513020048	462.57
2540341085	474.85
2514752028	486.02
2728369449	459.37
2140918011	456.5
2506520040	411.94
2508501111	383.16
2540341237	462.36
646311962	392.84
2519899621	454.62
646311953	430.72
2263196004	407.98
2574180439	421.03
2636415841-cluster	359.08
2639762808-cluster	377.97
2651869856	379.72
2540341061	398.62
2540341062	391.68
2597490266-cluster	383.86
2675903542	384.95
2619618830	500.48
2706794984-cluster	474.61
2708742482	513.34
2706794980-cluster	439.21
2703719290-cluster	438.32
2706794976	466.68
2706794986	465.55
2703719286	508.71
2706794988-cluster	522.55
2602041625	479.91
2728369433	457.51
2708742478-cluster	459.58
2619619054	486.75
2615840657	393.83
2737471717	417.35
648276680	481.01
2561511072	435.02
2739367826	460.76
2579778963	441.36
2527291525	375.79
2264867105-cluster	402.48
2264867110	429.59
2522572051	479.88
2657245170	507.8
2645728149	349.76
2510436000	407.31
2504643013	387.82
2651869645	393.71
2517572074	377.18
2503538021	409.15
2503754017	400.41
2515154003	435.87
2630969007	437.13
2506381026	425.9
2630968265	441.9
2630969006	426.03
2630968268-cluster	431.46
2509276031	439.28
2503283023	271.06
2503707009	326.52
2509601046	295.03
2675903523	326.84
2671180423	320.69
2503754048	372.01
2504643000	349.96
2504643001-cluster	352.8
2504643002	333.49
2504643003	351.1
2708742468-cluster	338.57
2579778681	346.96
2751185667	417.78
2627853559	446.74
2510065011	397.61
2660238729	404.29
2508501075	421.7
2507262036	428.73
2645728008-cluster	420.8
2687453185	462.25
2576861326	397.67
2503982035	398.64
2505119011	389.97
2506210028	389.5
2505679100-cluster	373.15
2506381000	389.05
2602041638-cluster	377.24
2602041639	388.14
2627853943	450.46
2528768021	397.28
2617271233	403.23
2507262054	388.61
2503283005	376.22
2503283007	366.1
2503283009	347.09
2531839001	367.64
2623620439-cluster	352.5
2636415574	370.6
2509276061	409.03
2534681680	351.06
2534681682	363.67
2731957844	350.46
2534681681	339
2645727547-cluster	356.81
2510917005	360.29
2534681683	322.59
2534681687	331.22
2537562156-cluster	359.19
2541047129	347.26
2585427674	319.71
2751185885	345.19
2534681684	335.41
2537562159	346.98
2645727631	350.45
2531839541	330.01
2645727866	353.74
2513237195-cluster	368.77
2514885032	359.46
2687453425	366.01
2568526149	384.12
2503982047	417.22
2503707008	414.57
2501533201	397.61
2648501203	406.54
2509887024	407.79
2503982036	391.76
2507262048	407.49
2654587977	433.46
2509601037-cluster	424.06
2512564012	436.1
2509601025	412.36
2513237000	360.69
2561511140	371.04
2585427799	368.29
2630968589	362.25
2651869734	369.57
2516653082	462.55
2548876996	421.59
2548876995	452.33
2512875027	425.24
2529292566	435.15
2516143000	462.08
2505679024	402.79
2548876998	405.28
2687453106	398.93
2509601027	412
2505679032	400.52
2507262016	400.5
2517093042	433.44
2562617131	407.79
2744054834	399.58
2630968271	416.5
2630969009	429.28
2617270889	431.11
2630968269	434.44
2506485002	401.92
2728369583	422.47
2579778779	430.28
2600255025	404.54
2510065008	412.75
2509601032	421.45
2671180707	408.62
2675903261	412.06
2724679208	397.6
2630968270	400.51
2630969011	400.37
2509276028	399.2
2636416084	421.83
2509276047	469.95
2510461037-cluster	431.83
2600255113	419.68
2600255115	464.88
2509276056	373.17
2503538028	370.55
2524023186	437.83
2517572024	381.71
2506520014	435.65
2597490276	403.26
2509601013	430.51
2503754019	374.92
2508501034	395.16
2558309063	377.51
2718217921	400.4
2510065010	406.45
2509601031	410.08
2690315883	399.78
2687453458	394.23
2627853604	397.55
2636415546	462.96
2508501011	354.2
2606217311-cluster	404.89
2606217317	418.06
2606217686	414.29
2606217559	391.87
2606217312-cluster	417.57
2606217677	402.28
2606217687	415.45
2606217316-cluster	384.74
2606217606	429.13
2606217680	432.13
2606217318-cluster	396.19
2551306553	392.63
2634166546	401.4
2551306661	398.3
2634166547	392.98
2606217689	383.52
2654587780	384.4
2648501142	410.87
2645727806	398.46
2651869831	401.56
2654587778	395.52
2606217688	426.11
2654587734	409.4
2606217419	431.56
2606217560	413.27
2606217681-cluster	362.77
2606217319	419.3
2718218441	377.76
2593339233	404.2
2568526428	445.65
2507262052	358.91
2645727663	382.15
2721756102	279.79
2563366603	324.27
2517093019	368.5
2507262011	342.83
2507262012	322.66
2636415834	270.21
2506520048	375.18
2503538020	304.82
2509276045-cluster	384.66
2509601026	454.36
2617271295	431.2
2517572073	455
2509601039	379.5
2506783054	443.25
2504643012	430.35
2508501041	386.02
2740892533	335.6
2517572104	322.76
2630968581	317.38
2513237397	452.76
2509276030	404.33
2597489959	375.1
2582580516	367.8
2582580591	327.74
2721755134	343.04
2556921048	383.05
2600254900	301.39
649633026	386.11
2524614676	343.26
646564527	374.55
2751185574	361.09
2602042075	266.38
2505679008	440.15
2558309149	291.41
2519103012	291.25
2519899682	276.48
2516653053	499.24
2561511139	419.96
2512564069	312.75
2690315872	349.5
2509276064	303.11
2597489808	355.93
2561511138	383.52
2527291725	262.09
2609460132	256.52
2576861794	314.03
649633035	311.02
2556921628	293.69
2563366733	297.1
2687453506	297.75
2579779158	315.89
2713896823	217.29
2551306669	269.43
2509276065	334.8
2508501115	310.27
649633034	336.06
2571042005	348.43
2504643006	379.54
649633077	422.71
2510065032	405.31
2515154081	363.24
2556921013	366.54
646564545	362.28
2547132192	364.48
2554235408	353.86
2522572180	356.77
2740892452	382.01
2744054852	379.41
2579778517	309.02
2648501156	312.3
2617270932	332.25
2502171156	295.63
2582581225	344.67
2524614852	321.68
2508501045	314.85
2515154080	311.86
2513237279	318.7
2687453502	296.82
2518645614	303.34
2574179778	311.03
2616644986	320.35
2511231187	299.25
2630968794	328.97
2675903331	336.02
2574179781	334.79
2505679077	324.48
2508501108	308.02
2554235155	323.53
2639763100	358.06
646564586	367.12
648028023	474.82
2627853875	438.96
2556793040	427
2504136006	472.44
2721755321	430.46
2526164742	497.74
2264265196	515.81
2654587964	494.67
2513237157	425.11
2675903704	511.84
2502957028	470.55
2522572160	477.72
2585428156	470.63
2524023145	363.06
2508501023	450.61
2681813565	417.75
2524023220	424.59
2616644807	439.45
2636416127	392
2526164528	497.21
2515154007	473.14
2523231053	477.02
2568526001	493.94
2619619091	496.54
2512047085	514.11
2502422305	405.42
2523231059	442.4
2690315754	490.58
2703718901	521.21
2502422304	530.31
2503692001	527.87
2558860350	457.84
2648501189	462.07
2556921601	483.97
2517572070	550.22
649633036	241.4
2561511172	465.73
2623621029	410.79
2634166178	407.51
2585428080	476.06
2619619282	400.83
2687453524	408.07
2654588086	434.14
2509601019	479
644736349	478.2
2622736590	438.24
644736350	456.84
2675903163	430.4
2684623057	527.41
2516143004	486.57
2706794915	499.54
2609460260	509.79
2596583601	433.06
2563366506	431.96
2593339127	450.9
2619619038	447.29
2524023062	465.3
2513237322	322.23
2561511128	341.81
2503754016	500.56
2519899530	509.42
2541046937	544.83
2571042912	403.52
2619619068	412.58
2571042914	442.68
2524614548	379.92
2700988708	369.75
2513237324	413.75
2562617147	415.41
2684623112	421.3
2751185847	431.56
2523231026	383.96
2523231030	389.15
2585428154	326.75
2585428071	282.32
2751185719	326.69
2622736540	429.58
2574180452	383.83
2521172708	376.14
2524023158	321.72
2565956520	434.35
2708742538	393.56
2523533539	348.41
2648501899	346.83
2523533628	353.56
2523231027	420.69
2561511218	416.14
2576861818	451.23
2508501043	415.57
2645727629	327.74
2568526004	352.1
2568526008	429.59
2571042916	387.73
2728369698	429.23
2503754015	419.52
2687453294	411.18
2515154157	398.43
2540341170	424.36
2561511137	431.47
2540341244	423.57
2508501038	428.97
2636415935	407.16
2724679641	458.26
2728369415	516.36
2739367767	436.65
2597490285-cluster	393.85
2634166346	414.6
2600254914	359.57
2708742836	440.15
2585428172	472.55
2636416042	476.79
2599185149	457.77
2523533580	410.05
2505119042	414.23
2751185666	362.76
2574179772	344.86
2588253728	335.55
2506520012	343.56
2524023142	350.25
2579779159	324.07
2523533618	347.48
2724679642	388.36
2721755228	448.21
2517093047	512.43
2593339172	437.43
2599185148	438.51
2593339207	403.8
2599185196	418.21
2522572047	407.42
2571042913	414.39
2603880216	458
2721755672	442.29
2718217954-cluster	418.65
2684623108	385.17
2608642259-cluster	406.79
2740891996	395.52
2728369264	487.53
2648501453	416.22
2687453499	416.53
2619619097	457.8
2608642258-cluster	346.97
2639762790	422.99
2596583694	451.82
2524023206	403.2
2728369703	465.91
2754412939	279.12
2585428117	387.2
2721755236	432.22
2721755275	442.94
2509601044	467.32
2698536735	431.64
2708742566-cluster	415.68
2710264519	423.33
2713897340	373.25
2708742589	478.32
2582580704	424.99
2639763091	291.75
2713897354	363.55
2636415956	454.49
2565956826	394.41
2728369487	195.9
2700988687	247.03
2700988685-cluster	178.97
2700988686	178.57
2718217694	176.5
2700988680	214.25
2700988684	223.43
2700988688	182.27
2700988690	248.66
2700988683	156.58
2703719254	171.64
2700988689	189.8
2703719264-cluster	235.98
2700988682-cluster	196.51
2703719236	235.82
2716885052	250.74
2721755862	263.81
2716884911	177.73
2582581325	242.27
2700988678	230.08
2739367639	213.82
2739367640	243.48
2747842507	203.04
2718217695	79.04
2716884110	465.48
2716884109-cluster	449.85
644736325	429.84
2511231141	398.21
2558860250	391.81
2519899550	436.26
2731957602	435.8
2731957596	417.48
2681813550	433.05
2524023143	418.42
2513237116	482.22
2713896827	455.11
2731957595	454.45
2731957577	462.34
2675903231	459.51
2561511097	596.72
2667527379	463.72
646564511	486.42
2545824542	298.26
2561511033	294.68
2585428188	295.9
2619619111	302.42
2523533587	313.02
2619619112	208.43
2619619113	232.78
2596583628	268.5
2563366762	349.19
2627853787-cluster	376.17
2648501686	375.07
2687453353	316.73
2706794561	341.05
2524614808	285.36
2744054839	323.65
2541047509	229.74
2744054988	204.15
2602041529	203.09
2597490245	197.85
2529292993	202.16
2531839499	202.77
2627854177	259.66
2551306365	217.02
2545824684	174.11
2654588147	190.93
2627854187	246.81
2690315950	231.97
2687453591-cluster	199.21
2724679107	194.09
2718217676	241.53
2508501004	329.66
2751185842	362.77
2681812986	361.99
2654587636	366.49
2561511211	326.51
2597490158-cluster	364.11
2609459972-cluster	346.79
2645727548	337.04
2744054555	351.83
2687453395	313.96
2636415806	331.69
2698536631	332.69
2511231121	336.44
2576861800	343.32
2582581002	334.2
2600255052	333.6
2602041558	336.33
2603879809	374.35
2671180687	339.62
2630968389	335.8
2630968614	326.22
2627853986	355.16
2574179705	331.22
2519103198	418.89
2675903351	333.61
2582580765	310.88
2597489898	311.61
2687453436-cluster	303.37
2731957719	270.15
2551306480	311.58
2576861490	323.42
2597490147	300.37
2537562209	223.08
2548876763	240.03
2551306385-cluster	208.8
2565956572	226.58
2576861487	213.73
2627853824-cluster	227.32
2630968504	223.7
2630968550-cluster	224.25
2630968977-cluster	222.54
2636415592	228.68
2636415776-cluster	226.26
2639762762	238.82
2643221950	232.7
2654588042	216.75
2681812863	223.32
2684623094	235.3
2687453204	215.22
2718217762	224.65
2511231180	222.85
2627853700	159.54
2716884864	91.99
2547132205-cluster	161.5
2597490117-cluster	164.64
2690315901	149.59
2706794645	160.69
2724679134	151.53
2728369559	145.65
2639762778	116.75
2639762716	162.47
2713897194	209.68
2651869764	296.9
2675903408-cluster	165.55
2568526750	126.72
2534682116	147.4
2547132049	141.2
2511231064	143.83
2548876769	153.44
2597490110	163.72
2619619305-cluster	162.17
2636415485	152.77
2651869825	127.89
2660238064	138.5
2728369562	140.22
2734481915	146.77
2548877019	153.11
2574180310	152.87
2654587692	140.94
2654587725	154.08
2681813365	150.97
2681813366	143.85
2718218328	141.82
2728369130	159.22
2728369627	145.54
2545555827	189.22
2724679182	96.99
2551306715	154.41
2554235236	134.16
2636415507	157.78
2636415559	116.66
2636416125	124.44
2684623143	141.56
2728369626	139.51
2728369628	151.07
2639762961	226.14
2648501816	183.28
2671180244	230.18
2684623153	216.94
2724679033	215.86
2524614764-cluster	223.52
2554235283	206.2
2576861488	235.78
2585428026	208.52
2630968317	227.59
2630968449	199.71
2630968621	193.56
2630968715	229.73
2630968836-cluster	191.61
2643221735	186.1
2645727987	234.5
2663763266	218.58
2713897278	197.93
2721755586	206.21
2548877022	119.59
2627854101	175.88
2636415569	122.91
2648501244	143.74
2545824693	140.43
2571042128	134.12
2731957676	134.69
2554235235	134.17
2503754022-cluster	124.48
2511231173	152.14
2513237216	140.58
2518645535-cluster	154.81
2519899798	177.29
2529293106	170.77
2540341072-cluster	164.75
2540341094-cluster	166.1
2547132201	165.17
2551306103	142.33
2554235036	160.56
2558309080-cluster	165.85
2558860255	161.86
2565956831	134.62
2571042693	159.16
2576861806	167.86
2585427626	135.19
2609460072	123.48
2609460278-cluster	155.6
2609460301-cluster	163.11
2609460316	132.43
2617271318	159.85
2627854072	129.43
2630968868	163.35
2634166502	139.69
2636415571-cluster	144.11
2636415614	151.76
2639762908-cluster	163.07
2648501329	168.13
2660238538-cluster	134.75
2667527573	160.66
2687453122	164.1
2690316135	134.01
2700989369	146.07
2700989371	144.97
2708742540	142.35
2718218152-cluster	160.01
2718218428	153.15
2547132131	272.24
2634166497	139.47
2513237190	167.88
2513237296	146.72
2519899543	154.82
2537562208-cluster	122.3
2540341129	311.65
2540341147	117.49
2541047004	126.77
2541047086	134.99
2545555800	148.21
2551306124-cluster	151.04
2558309054	241.8
2563366559	130
2563366598	133.82
2568526649	130.71
2576861299	149.48
2576861459	186.92
2576861599	149.17
2576861732	123.23
2585428018	128.75
2597490284	113.14
2615840647-cluster	189.78
2617270854-cluster	156.05
2619619255	147.79
2627853806	128.83
2630968484-cluster	113.64
2630968707	129.58
2630968801-cluster	104.64
2636415867	179.69
2636415870	120.81
2636415949	131.25
2639763045	157.49
2639763170	118.19
2643221487-cluster	119.42
2645727659	139.61
2645727963	119.52
2648501313	140.38
2654587550	133.86
2654587976	146.94
2654588201	116.04
2667527694	124.86
2671181008	131.01
2687453289	119.95
2687453572	156.48
2695420354	118.24
2716884201	123.43
2716884202	142.07
2716884204	161.81
2716884205	140.77
2716884208	123.09
2716884863	116.21
2716884866	115.57
2734482180	128.78
2740892226	166.34
2534681693	187.03
2721755807	172.39
2585427675	193.82
2619619114	190.2
2619619115	190.66
2731957659	233.72
2738543010	323.46
2721755502	260.08
2513237193	212.96
2513237215	289.25
2514885000-cluster	231.91
2519899553	232.66
2548876742	234.09
2551306418	194.86
2558860177	233.62
2558860236	235.29
2563366751-cluster	212.12
2588253743	230.34
2597490107	243.22
2597490111	269.89
2609460106-cluster	243.66
2609460179	236.89
2623620577	175.53
2627853723	225.09
2627853729	243.76
2627854013	244.72
2630968303	236.96
2630968618	241.62
2630968928	239
2634166493	242.45
2636415687	242.57
2636415708	315.55
2639762758	292.34
2648501629	194.44
2651869867	241.28
2654587517	265.86
2654588056	258.51
2660238517	258.55
2667527762	263.34
2675903249-cluster	238.7
2681813377-cluster	259.59
2681813378-cluster	263.38
2695420879	258.91
2703718890	223.98
2713897043	233.32
2713897132	234.62
2718217759-cluster	291.18
2718218369-cluster	285.23
2728369092	189.4
2548877017	254.98
2513237325-cluster	286.75
2519103125	272.93
2519103126-cluster	282.17
2519103127-cluster	283.26
2534681777	305.06
2534681955	242.37
2537561852	272.99
2537562000	252.38
2541047118	244.61
2561511198	264.24
2562617070	211.02
2563367191	226.86
2576861478	262.5
2609460077	235.63
2617271078	278.5
2627854191	202.39
2630968894	247.95
2636415423	240.4
2648501647	250.55
2648501665-cluster	249.92
2651869816	212.89
2695420987	236.64
2703719265-cluster	277.06
2718217994	266.4
2551306518	197.46
2551306519	262.57
2563367145-cluster	251.11
2574180002	175.21
2627854070	172.56
2648501630	220.47
2648501639-cluster	210.92
2648501641	216.63
2718218248	256.32
2519103075-cluster	233.76
2537562001-cluster	224.21
2519103122	290.17
2531839248	300.68
2537561730	283.35
2537562003	254.77
2537562034	277.81
2623620593	249.26
2703719223	264.58
2703719224-cluster	285.17
2703719234	277.95
2703719249	248.47
2724679201	238.34
2585428017	247.77
2519103150-cluster	298.39
2519103151-cluster	289.04
2531839364	291.54
2531839367	290.59
2531839577	272.55
2537562005	276.38
2537562007	254.77
2537562224	285.61
2541047117	293.43
2563367135	242.66
2563367146-cluster	305.22
2617271043	267.9
2623621012	290.6
2623621013	250.39
2698536557	263.45
2609460097	278.65
2703719231	270.29
2519103074	321.07
2531839366	312.41
2534681694	326.82
2519103148	295.24
2579778757	311.6
2636415929	274.66
2511231081	197.82
2519103154	240.64
2519103166	198.1
2529293004-cluster	205.46
2537561734	216.67
2537562036	218.4
2537562207	223.79
2561511153	331.79
2562617069-cluster	417.66
2597490033	201.27
2630968612-cluster	307.04
2648501631	297.89
2648501648-cluster	204.03
2648501660	244.65
2648501666	310.09
2648501926	207.72
2648501928	242.26
2651869503	303.42
2681813415	291.16
2721755821	213.61
2728369134	198.39
2728369136	203.16
2728369139	176.27
2728369163	188.68
2728369164	295.32
2531839358	234.27
2537561849	249.76
2537561969	251.04
2597490127	250.28
2617271030	216.96
2630968507	247
2519899781-cluster	258.65
2529292748	260.55
2529292751-cluster	262.74
2529292752	261.43
2537562213	259.23
2537562214-cluster	258.71
2561511195	218.91
2568526216	217.41
2579778543	255.75
2627853654-cluster	278.88
2639762634	271.52
2648501656	281.89
2654588002	267.14
2718218445	250.56
2684622568	230.06
2518645577-cluster	248.11
2519103165	237.75
2519899844	234.29
2521172680-cluster	235.42
2531839574	220.9
2534681695	226.78
2534681696	232.52
2537561729	225.14
2551306485	204.24
2576861792	238.66
2687453486	225.01
2698536665	222.46
2519103121-cluster	290.94
2519899783-cluster	292.59
2521172701	302.42
2537561851	278.44
2537562004	274.2
2558309069-cluster	258.15
2597489872-cluster	279.4
2648501689	293.13
2703719221	293.83
2728369072	257.94
2571042112	215.34
2576861809-cluster	210.35
2585427646	226.67
2609460102	303.81
2623620578	207.93
2627853885	215.28
2634166461	225.28
2648501655-cluster	179.1
2684622616	234.53
2684623095	303.67
2519103073	236.94
2537561971	248.68
2623620575	321.38
2648501649	266.01
2648501659	227.21
2710264774	243.16
2728369075-cluster	203.31
2524614636	261.52
2738543017	254.99
2648501744	202.88
2568526414	222.08
2724679200	243.33
2551306099	269.36
2636415962	265.75
2708742419-cluster	271.46
2716884857	302.22
2548876779	307.15
2571042037	321.95
2609460107-cluster	326.54
2643221731	294.22
2643221732	307.83
2643221951	340.69
2690315888	302.23
2511231161	303.91
2630968864	284.55
2630968970	283.16
2654587512	359.31
2744054571	309.24
2731957650	300.5
2731957965	282.67
2645728055	360.35
2547132138	333.85
2537561877	262.47
2744054561	348.61
2648501196	214.98
2681812865	258.03
2724679746	390.67
2687453103	260.29
2585427718	116.61
2547132137	194.27
2548876796	117.24
2548876794	233.2
2548877033	176.11
2728369705	152.85
2519899756	224.76
2630968339-cluster	172.59
2648501157	197.87
2648501842	561.74
2579778553	241.42
2585428102-cluster	289.33
2597490286-cluster	258.54
2713897280	210.6
2636415832	150.9
2728369720	298.49
2645727788	210.65
2708742532	193.53
2554235285	185.1
2576861444	189.08
2602041627	239.01
2609460251	235.72
2609460276	234
2684623191-cluster	263.49
2690315916	264.65
2524614537	176.15
2740891852	261.92
2597490087	180.13
2744054714	115.59
2619619270	213.77
2551306413	307.88
2528768230	365.96
2738541299	340.32
2534682145	297.58
2700988610	297
2744054707	247.35
2700988611	324.44
2619619124	195.69
2537562134	324.78
2700988612	347.33
2751185789	362.72
2651869776	379.86
2654587873	202
2700988614	203.94
2687453186	235.6
2718217662	285.91
2648501897	279.55
2700988609	330.86
2639763097	329.94
2754412937	285.95
2675903167	325.16
2687453787	348.08
2651869805	270.88
2687453675	311.33
2690315620	285.72
2684623142	231.15
2519899743	206.58
2561511157	186.47
2684623075	181.42
2636415729	182.49
2512047070	304.94
2687453372	385.04
2568526157	362.35
2630968636	335.47
2718218010	247.47
2740891855	258.34
2740891832	213.31
2563367155	334.54
2651869790	320.59
2716884256	342.9
2731957964	243.21
2617271258	204.7
2643221959-cluster	182.97
2634166463	114.63
2636415699	120.46
2639763006-cluster	153.27
2615840658	146.47
2617271079-cluster	193.3
2708743150	196.52
2648501418	155.55
2731957655	335.54
2740892495	377.84
2651869806	259.23
2551306459	328.28
2630968645	335.31
2724679132	359.11
2636415844	352.53
2639763003-cluster	357.74
2718217745	404.53
2651869731	242.34
2690315818	288.36
2713897171	346.14
2713897172	340.55
2713897173	338.43
2713897174	339.14
2506783043	397.15
2515154121	350.5
2740891863	243.96
2513237385	264.14
2654588021-cluster	325.46
2574179736	280.64
2744054583	321.16
2636415762	182.81
2708742528	180.84
2630968600	246.95
2639763179	189.37
2636415827	218.45
2627853837-cluster	154.54
2600255092	195.73
2643221710	291.71
2643221949	303.55
2645727660	274.31
2643221709	255.09
2645727994-cluster	237.04
2681813049	275.45
2571042748	274.98
2636415473	285.35
2744054485	167.93
2740892493	164.2
2547132175	257.27
2671180330	235.82
2687453793-cluster	243.14
2728368993-cluster	321.84
2693429828	203.93
2636415861	160.15
2554235446	167.01
2506520047	310.64
2534681734	292.3
2585427643	259.11
2534681648	263.93
2744054487	206.55
2731957652	96.48
2568526233	128.5
2630968914	197.75
2645728028	174.76
2551306096	179.23
2648501128	239.35
2558860351	136.77
2609459902	171.29
2645727668	200.9
2630968442	246.4
2619619271	226.84
2731957653	234.52
2619619236	111.68
2648501240	112.83
2675903663	302.93
2681812999	238.45
2617271261	213.37
2731957661	241.7
2619619269	367.02
2627854039	294.41
2645727614	285.8
2654587627	340.03
2645727787	336.77
2690315881	319.76
2744054985	252.26
2738541295	287.98
2687453680	289.8
2716885053	263.74
2597490167	192.18
2645728032	231.89
2671180323	222.82
2731957657	212.68
2731957660	271.68
2547132161	223.32
2630968752	209.47
2636415895	245.14
2630968740	236.12
2547132184	271.38
2551306147	300.4
2675903365	368.35
2675903136	347.7
2675903005	348.27
2524023219	272
2547132169	304.82
2728369647	289.14
2609459992	303.63
2734481931	255.84
2734481981	270.44
2545824697	373.9
2690315889	325.4
2675903232	281.96
2675903221	218.9
2728369642	225.13
2667527554	404.85
2548876534	404.61
2648501296	275.95
2654587591	294.58
2617271237	329.16
2528311005	292.96
2627853938	267.08
2728369653	301.35
2645727623	266.62
2528768179	360.44
2654588106	332.27
2513237297	303.7
2619619214	357.83
2690315854	287.88
2671180221	285.71
2675902964	331.36
2645727753	258.77
2681812962	282.22
2675903149	206.01
2588253751	252.3
2551306121	309.74
2721755814	327.02
2728369661	312.63
2579779111	348.02
2617271113	342.28
2617271104	312.24
2654587738	364.66
2681813560	360.77
2721755549	356.31
2617271105-cluster	301.45
2588253731	324.48
2609460047	360.83
2675903131	295.61
2654587900	268.69
2513237186	312.75
2619619149-cluster	253.59
2523533634	202.54
2751185759	339.77
2531839525	247.54
2627854003	227.73
2524023192	286.04
2630968890	285.75
2524023244	224.77
2627853722	241.55
2519899587	300.4
2681813520	283.49
2681813511	289.75
2690315825	228.01
2585427714	255.19
2671180904	223.39
2630968384	356.52
2615840685	275.24
2751185732	306.16
2687453159	313.68
2744054592	319.23
2524023182	206.87
2684622999	265.07
2744054504	277.6
2554235469	456.94
2597490367	448.57
2579778851	419.74
2518645619	363.79
2576861273	255
2724679199	284.72
2731957677	290.08
2551306660	224.69
2671180223	395.11
2728369652	215.34
2585427654	312.9
2731957847	375.74
2609460088	366.55
2576861765	252.83
2576861788	260.88
2728369649	244.29
2728369641	324.4
2609459843	307.99
2609459771	284.95
2636415927	285.91
2728369651	273.3
2609459807	242.61
2648501690	320.97
2728369648	406.35
2556921655	311.46
2654588171	352.89
2651870176	342.2
2728369650	344.75
2617271034	310.72
2609460117	407.79
2609460133	377.91
2619619137	350.99
2675903022	379.21
2718217693	340.97
2636416020	345.84
2675903024	336.17
2675903018	283.82
2675903025	326.87
2510917027	176.29
2524023183	180.83
2545824688	211.09
2582580983	242.7
2643221814	259.8
2636415752	246.09
2654587872	225.94
2687453682	263.02
2651869678	276.13
2654587633	285.81
2576861658	270.82
2744054574	236.72
2654587731	326.27
2554235215	194
2571042366	213.07
2537561869	229.8
2556921055	223.62
2609460177	251.21
2744054657	229.71
2565956590	242.83
2728369700	384.83
2690315902	161.09
2547132035	247.3
2648501317	217.15
2734481901	228.13
2537561938	264.91
2634166354	319.84
2513237364-cluster	272.19
2585427816	285.66
2654587700	256.67
2563366727	280.28
2585427806	307.53
2636415786	248.93
2617271208	204.36
2660237909	248.22
2684622538	306.89
2660238575	238.95
2516493028	243.9
2588254259	341.82
2562617196	204.46
2513237332	248.65
2513237345	282.79
