assembly	genome.size
2671180707	409.16
2675903261	318.16
2724679208	315.06
646564504	416.88
2630968270	425.87
2630969011	419.07
648028001	311.17
2509276028	462.46
2636416084	414.33
2509276047	514.03
2510461037-cluster	357.61
2600255113	334.06
2600255115	412.25
2509276056	199.89
2503538028	225.88
2524023186	224.21
2517572024	320.7
2506520014	282.72
2597490276	414.53
2509601013	435.23
2503754019	315.01
2508501034	340.12
2558309063	261.49
2718217921	152.14
2510065010	314.06
2509601031	427.1
2690315883	369.92
2687453458	394.42
2627853604	315.47
2636415546	235.81
2508501011	171.26
2606217311-cluster	67.41
2606217317	67.4
2606217686	67.5
2606217559	66.61
2606217312-cluster	63.46
2606217677	62.11
2606217687	62.28
2606217316-cluster	61.91
2606217606	59.14
2606217680	64.8
2606217318-cluster	63.93
2551306553	35.8
2634166546	55.57
2551306661	12.21
2634166547	50.01
2606217689	61.12
2654587780	34.2
2648501142	43.19
2645727806	37.58
2651869831	43.16
2654587778	44.15
2606217688	69.3
2654587734	31.6
2606217419	73.29
2606217560	79.04
2606217681-cluster	121.71
2606217319	64.56
2718218441	132.64
2593339233	100.76
2568526428	61.38
2507262052	129.78
2645727663	126.8
2721756102	27.59
2563366603	90.93
2517093019	125.81
2507262011	121.89
2507262012	120.99
647533126	138.1
2636415834	105.83
2506520048	288.63
2503538020	258.63
2509276045-cluster	321.63
2509601026	402.88
2617271295	365.6
2517572073	330.15
2509601039	568.11
647533236	342.98
2506783054	320.03
2504643012	271.99
2508501041	187.02
2740892533	307.57
2517572104	128.7
2630968581	132.25
2513237397	467.11
2509276030	195.94
2597489959	117.6
2582580516	99.05
2582580591	78
2721755134	89.29
2556921048	311.73
2600254900	150.89
649633026	97.79
646564525	119.09
2524614676	147.07
646564527	163.41
2751185574	139.22
2602042075	144.04
2505679008	118.02
2558309149	104.49
2519103012	243.72
2519899682	279.66
2516653053	215.45
2561511139	216.26
2512564069	240.68
2690315872	220.22
2509276064	387.19
2597489808	302.48
2561511138	266.4
2527291725	133.75
2609460132	135.35
2576861794	201.6
649633035	141.53
2556921628	164.63
2563366733	164.83
2687453506	171.42
2579779158	159.98
2713896823	204.72
2551306669	174.42
2509276065	247.71
2508501115	264.17
649633034	181.46
2571042005	284.56
2504643006	101.22
649633077	112.33
2510065032	259.15
2515154081	161.36
2556921013	151.19
646564545	155.28
2547132192	149.78
2554235408	155.37
2522572180	132.41
2740892452	146.45
2744054852	146.66
2579778517	94.15
2648501156	97.04
2617270932	112.52
2502171156	115.19
2582581225	97.89
2524614852	100.82
2508501045	109.85
2515154080	100.69
2513237279	86.04
2687453502	84.71
2518645614	88.39
2574179778	114.7
2616644986	94.12
2511231187	100.85
2630968794	110.03
2675903331	91.99
2574179781	120.35
2505679077	103.45
2508501108	103.97
2554235155	93.23
2639763100	108.85
646564586	165.91
648028023	191.71
2627853875	340.47
2556793040	88.65
2504136006	167.36
2721755321	163.8
2526164742	257.74
2264265196	108.14
648276759	380.91
2654587964	341.95
2513237157	188.11
2675903704	290.1
2502957028	378.46
2522572160	375.38
2585428156	375.23
2524023145	245.64
2508501023	212.53
2681813565	281.78
2524023220	292.36
2616644807	271.05
2636416127	299.5
2526164528	287.2
2515154007	265.63
2523231053	279.37
2568526001	239.28
2619619091	240.45
2512047085	295.24
2502422305	362.56
2523231059	244.79
2690315754	319.55
2703718901	412.56
2502422304	567.62
2503692001	210.54
2558860350	765.91
2648501189	829.66
2556921601	211.7
2517572070	76.02
649633036	204.52
2561511172	215.72
2623621029	69.62
2634166178	46.31
2585428080	277.96
2619619282	228
646564528	155.3
2687453524	118.91
2654588086	41.72
2509601019	379.11
644736349	143.02
2622736590	230.76
644736350	210.44
2675903163	237.22
2684623057	134.78
2516143004	198.61
2706794915	225.86
2609460260	209.2
2596583601	188.22
2563366506	144.98
2593339127	267.02
2619619038	90.23
2524023062	176.27
2513237322	244.87
2561511128	255.33
2503754016	226.54
2519899530	209.58
2541046937	190.21
2571042912	156.23
2619619068	162.12
2571042914	174.43
2524614548	174.48
2700988708	176
2513237324	202.83
2562617147	192.25
2684623112	194.56
2751185847	120.68
2523231026	172.53
2523231030	260.24
2585428154	184.48
2585428071	195.3
2751185719	188.84
2622736540	183.86
2574180452	186.31
2521172708	65.33
2524023158	208.62
2565956520	226.26
2708742538	211.74
2523533539	191.94
2648501899	195.15
2523533628	220.59
2523231027	200.36
2561511218	200.87
2576861818	261.1
2508501043	231.02
2645727629	196.85
2568526004	166.31
2568526008	160.63
2571042916	173.47
2728369698	185.33
2503754015	204.98
2687453294	212
2515154157	170.42
2540341170	191.09
2561511137	287.86
648276636	258.14
2540341244	269.31
2508501038	252.72
2636415935	284.22
2724679641	117.87
2728369415	220.88
2739367767	166.08
2597490285-cluster	59.87
2634166346	195.69
2600254914	106.43
2708742836	72.22
2585428172	194.39
2636416042	172.78
2599185149	136.41
2523533580	103.38
2505119042	104.69
2751185666	71.58
2574179772	65.84
2588253728	68.26
2506520012	59.79
2524023142	66.01
2579779159	63.24
2523533618	69.78
2724679642	91.48
2721755228	106.87
2517093047	229.62
2593339172	203.74
2599185148	202.32
2593339207	195.76
2599185196	197.53
2522572047	229.96
2571042913	285.21
2603880216	129.68
2721755672	163.18
2718217954-cluster	160.43
2684623108	209.27
2608642259-cluster	211.48
2740891996	193.4
2728369264	211.42
2648501453	191.73
2687453499	192.39
2619619097	199.75
2608642258-cluster	189.3
648231707	195.54
2639762790	251.13
2596583694	239.33
2524023206	256.67
2728369703	227.39
2754412939	254.7
2585428117	186.2
2721755236	110.04
2721755275	112.5
2509601044	198.49
2698536735	146.37
2708742566-cluster	134.48
2710264519	116.6
2713897340	118.26
2708742589	227.27
2582580704	51.79
2639763091	56.83
642555172	28.09
2713897354	80.19
2636415956	242.48
2565956826	122.25
2728369487	188.17
2700988687	164.25
2700988685-cluster	197
2700988686	200.12
2718217694	204.5
2700988680	194.34
2700988684	193.76
2700988688	183.51
2700988690	181.13
2700988683	202.85
2703719254	198.75
2700988689	200.1
2703719264-cluster	184.6
2700988682-cluster	179.55
2703719236	201.93
2716885052	201.44
2721755862	185.19
646311927	203.91
650377942	203.94
2716884911	180.23
2582581325	168
2700988678	164.72
2739367639	173.72
2739367640	174.43
2747842507	157.21
2718217695	139.75
2716884110	175.95
2716884109-cluster	157.56
644736325	162.34
2511231141	157.02
2558860250	218.33
2519899550	146.78
2731957602	134.62
2731957596	134.9
2681813550	148.56
2524023143	166.82
2513237116	175.04
2713896827	281.38
2731957595	176.08
2731957577	188.72
2675903231	200.44
2561511097	220.16
2667527379	151.92
646564511	174.03
2545824542	47.99
2561511033	46.49
2585428188	57.56
2619619111	56.71
2523533587	71.07
2619619112	54.56
2619619113	75.68
2596583628	54.7
2563366762	299.22
2627853787-cluster	342.98
2648501686	361.41
2687453353	192.31
2706794561	323.78
2524614808	230.46
2744054839	202.16
2541047509	127.49
2744054988	136.86
2602041529	134.08
2597490245	141.32
2529292993	126.19
2531839499	122.59
2627854177	133.15
2551306365	146.48
2545824684	124.82
2654588147	124.47
2627854187	133.87
2690315950	159.25
2687453591-cluster	202.4
2724679107	184.15
2718217676	185.22
2508501004	184.55
2751185842	178.73
2681812986	177.9
2654587636	181.17
2561511211	180.63
2597490158-cluster	162.91
2609459972-cluster	135.03
2645727548	148.36
2744054555	166.42
2687453395	179.88
2636415806	176.14
2698536631	189.08
646311930-cluster	192.51
646564535	191.39
2511231121	187.86
2576861800	181.54
2582581002	180.69
2600255052	178.05
2602041558	184.03
2603879809	171.87
2671180687	181.51
2630968389	182.44
2630968614	193.58
2627853986	177.81
2574179705	174.31
2519103198	186.98
2675903351	196.01
2582580765	205.77
2597489898	197.23
2687453436-cluster	205.9
2731957719	165.95
2551306480	202.86
2576861490	201.05
2597490147	189.53
2537562209	200.85
2548876763	194.09
2551306385-cluster	197.72
2565956572	198.75
2576861487	193.23
2627853824-cluster	198.07
2630968504	193.95
2630968550-cluster	196.76
2630968977-cluster	193.81
2636415592	190.33
2636415776-cluster	194.73
2639762762	197.55
2643221950	209.84
2654588042	193.42
2681812863	195.57
2684623094	197.55
2687453204	200.7
2718217762	191.95
651053001	214.31
2511231180	210.22
2627853700	206.11
2716884864	193.83
649633009	225.16
2547132205-cluster	221.12
2597490117-cluster	224.27
2690315901	222.02
2706794645	216.33
2724679134	224.27
2728369559	224.47
2639762778	225.96
2639762716	244.12
2713897194	245.62
2651869764	253.19
2675903408-cluster	227.44
2568526750	246.67
2534682116	236.53
2547132049	227.61
647000211	212.78
2511231064	227.71
2548876769	212.52
2597490110	216.98
2619619305-cluster	216.25
2636415485	213.99
2651869825	220.61
2660238064	220.59
2728369562	229.61
2734481915	212.53
649989910	236.49
2548877019	234.87
2574180310	240.06
2654587692	225.52
2654587725	239.78
2681813365	233.37
2681813366	220.33
2718218328	224.76
2728369130	247.84
2728369627	223.23
2545555827	211.38
2724679182	193.79
2551306715	238.74
2554235236	244.48
2636415507	243.92
2636415559	236.69
2636416125	239.47
2684623143	239.51
2728369626	236.49
2728369628	235.57
2639762961	190.92
2648501816	190.29
2671180244	206.52
2684623153	206.27
2724679033	192.46
2524614764-cluster	204.51
2554235283	193.5
2576861488	196.68
2585428026	199.26
2630968317	200.85
2630968449	197.44
2630968621	192.71
2630968715	195.18
2630968836-cluster	192.65
2643221735	193.05
2645727987	192.84
2663763266	196.8
2713897278	193.25
2721755586	212.39
2548877022	199.81
2627854101	211.68
2636415569	195.52
2648501244	203.13
2545824693	256.46
2571042128	242.18
2731957676	240.73
2554235235	247.6
2503754022-cluster	221.91
2511231173	214.96
2513237216	222.04
2518645535-cluster	223.77
2519899798	223.24
2529293106	225.32
2540341072-cluster	228.25
2540341094-cluster	218.18
2547132201	237.22
2551306103	212.82
2554235036	234.23
2558309080-cluster	216.37
2558860255	216.99
2565956831	209.67
2571042693	216.4
2576861806	231.4
2585427626	216.74
2609460072	219.37
2609460278-cluster	221.12
2609460301-cluster	218.14
2609460316	231.24
2617271318	218.87
2627854072	215.32
2630968868	226.92
2634166502	223.28
2636415571-cluster	218.7
2636415614	226.5
2639762908-cluster	216.7
2648501329	231.14
2660238538-cluster	215
2667527573	216.9
2687453122	226.92
2690316135	212.96
2700989369	217.16
2700989371	216.29
2708742540	211.67
2718218152-cluster	227.5
2718218428	215.08
2547132131	205.82
2634166497	206.25
2513237190	230.03
2513237296	207.63
2519899543	211.66
2537562208-cluster	205.11
2540341129	229.76
2540341147	208.33
2541047004	206.97
2541047086	218.83
2545555800	228.71
2551306124-cluster	214.95
2558309054	208.75
2563366559	210.06
2563366598	211.44
2568526649	204.36
2576861299	213.68
2576861459	221.82
2576861599	228.36
2576861732	209.57
2585428018	214.02
2597490284	209.03
2615840647-cluster	221.1
2617270854-cluster	214.62
2619619255	211.05
2627853806	211.14
2630968484-cluster	206.11
2630968707	215.13
2630968801-cluster	205.91
2636415867	214.43
2636415870	212.99
2636415949	217.61
2639763045	218.73
2639763170	208.05
2643221487-cluster	206.32
2645727659	210.28
2645727963	205.47
2648501313	216.53
2654587550	207.88
2654587976	227.54
2654588201	206.69
2667527694	214.8
2671181008	214.62
2687453289	214.52
2687453572	205.23
2695420354	209.12
2716884201	209.37
2716884202	214.42
2716884204	220.01
2716884205	214.91
2716884208	204.74
2716884863	209.6
2716884866	208.82
2734482180	211.82
2740892226	214.51
2534681693	188.86
2721755807	190.54
2585427675	196.97
2619619114	222.61
2619619115	218.89
2731957659	240.51
2738543010	317.53
2721755502	237.76
648028007	311.21
2513237193	298.27
2513237215	311.78
2514885000-cluster	321.37
2519899553	308.59
2548876742	310.01
2551306418	319.2
2558860177	306.17
2558860236	312.37
2563366751-cluster	307.81
2588253743	311.43
2597490107	294.24
2597490111	312.48
2609460106-cluster	309.44
2609460179	304.86
2623620577	316.72
2627853723	321.38
2627853729	311.25
2627854013	305.77
2630968303	317.98
2630968618	312.4
2630968928	312.45
2634166493	312.51
2636415687	311.97
2636415708	334.71
2639762758	312.46
2648501629	292.95
2651869867	308.74
2654587517	294.63
2654588056	298.46
2660238517	309.17
2667527762	309.21
2675903249-cluster	308.64
2681813377-cluster	308.38
2681813378-cluster	308.66
2695420879	309.12
2703718890	322.04
2713897043	307.9
2713897132	308
2718217759-cluster	301.7
2718218369-cluster	312.34
2728369092	329.97
2548877017	310.23
2513237325-cluster	325.74
2519103125	330.17
2519103126-cluster	320.85
2519103127-cluster	329.38
2534681777	322.86
2534681955	386.9
2537561852	384.03
2537562000	329.84
2541047118	383.85
2561511198	338.74
2562617070	338.75
2563367191	374.46
2576861478	382.6
2609460077	331.6
2617271078	335.28
2627854191	359.41
2630968894	393.15
2636415423	400.8
2648501647	352.75
2648501665-cluster	326.11
2651869816	391.48
2695420987	354.68
2703719265-cluster	342.14
2718217994	363.38
646564510	321.41
2551306518	336.14
2551306519	309.8
2563367145-cluster	320.76
2574180002	320.54
2627854070	356.18
2648501630	311.25
2648501639-cluster	302.17
2648501641	349.27
2718218248	307.52
2519103075-cluster	286.58
2537562001-cluster	286
2519103122	314.7
2531839248	324.23
2537561730	317.56
2537562003	326.33
2537562034	325.27
2623620593	317.94
2703719223	319.49
2703719224-cluster	321.51
2703719234	321.37
2703719249	317.9
2724679201	319.48
2585428017	256.15
2519103150-cluster	347.88
2519103151-cluster	343.12
2531839364	351.9
2531839367	337.8
2531839577	330.87
2537562005	316.66
2537562007	319.1
2537562224	337.67
2541047117	354.77
2563367135	316.75
2563367146-cluster	323.4
2617271043	338.34
2623621012	321.02
2623621013	319.15
2698536557	339.38
2609460097	336.61
2703719231	333.21
2519103074	344.41
2531839366	348.12
2534681694	344.25
2519103148	300.27
2579778757	328.49
2636415929	308.12
650377908	323.98
2511231081	315.47
2519103154	315.89
2519103166	322.88
2529293004-cluster	311.95
2537561734	330.43
2537562036	331.17
2537562207	331.94
2561511153	304.4
2562617069-cluster	289.74
2597490033	318.39
2630968612-cluster	309.97
2648501631	316.22
2648501648-cluster	293.27
2648501660	314.07
2648501666	299.45
2648501926	315.45
2648501928	310.55
2651869503	298.93
2681813415	304
2721755821	289.4
2728369134	309.88
2728369136	316.98
2728369139	310.74
2728369163	306.54
2728369164	322.83
2531839358	305.38
2537561849	293.22
2537561969	306.19
2597490127	323.52
2617271030	303.86
2630968507	323.63
651053003	354.57
2519899781-cluster	324.79
2529292748	378.89
2529292751-cluster	395.01
2529292752	387.58
2537562213	379.39
2537562214-cluster	334.87
2561511195	395.07
2568526216	378
2579778543	325.3
2627853654-cluster	368.2
2639762634	328.85
2648501656	331
2654588002	371.04
2718218445	286.85
2684622568	302.48
2518645577-cluster	366.55
2519103165	343.47
2519899844	387.23
2521172680-cluster	373.32
2531839574	371.43
2534681695	360.89
2534681696	388.53
2537561729	360.93
2551306485	329.01
2576861792	282.09
2687453486	376.72
2698536665	365.73
2519103121-cluster	332.93
2519899783-cluster	324.58
2521172701	390.04
2537561851	349.33
2537562004	333.52
2558309069-cluster	281.11
2597489872-cluster	339.72
2648501689	317.48
2703719221	329.87
2728369072	340.66
2571042112	348.77
2576861809-cluster	309.63
2585427646	294.04
2609460102	296.46
2623620578	324.99
2627853885	326.37
2634166461	326.44
2648501655-cluster	301.15
2684622616	338.7
2684623095	299.44
2519103073	313.68
2537561971	331.57
2623620575	348.34
2648501649	306.46
2648501659	359.46
2710264774	296.36
2728369075-cluster	300.41
2524614636	306.44
2738543017	231.93
2648501744	253.35
2568526414	316.58
2724679200	287.28
2551306099	286.44
2636415962	285.68
2708742419-cluster	207.91
2716884857	237.33
646564507	285.81
646564508	313.59
2548876779	300.58
2571042037	336.75
2609460107-cluster	319.8
2643221731	320.16
2643221732	328.81
2643221951	346.77
2690315888	282.82
2511231161	284.36
2630968864	312.03
2630968970	306.95
2654587512	298.71
2744054571	276.86
2731957650	272.47
2731957965	258.22
2645728055	211.9
2547132138	253.91
2537561877	162.46
2744054561	162.62
2648501196	155.93
2681812865	152.32
2724679746	223.96
2687453103	146.6
2585427718	184.74
2547132137	162.08
2548876796	147.4
2548876794	220.36
2548877033	244.29
2728369705	250.67
648276685	256.57
2519899756	250.12
2630968339-cluster	249.36
2648501157	246.5
2648501842	220.73
2579778553	267.56
2585428102-cluster	261.06
2597490286-cluster	260.47
2713897280	250.88
2636415832	270.7
2728369720	279.97
2645727788	289.45
2708742532	289.83
2554235285	250.79
2576861444	257.44
2602041627	289.43
2609460251	247.91
2609460276	255.49
2684623191-cluster	268.83
2690315916	257.83
2524614537	270.07
2740891852	290.66
2597490087	124.97
2744054714	204.29
2619619270	218.62
2551306413	202.79
2528768230	180.22
2738541299	215.54
2534682145	199.31
2700988610	201.43
2744054707	164.01
2700988611	169.76
2619619124	207.71
2537562134	176.77
2700988612	176.65
2751185789	181.28
2651869776	180.61
2654587873	172.22
2700988614	166.01
2687453186	181.88
2718217662	187.62
2648501897	167.6
2700988609	170.46
2639763097	170.46
2754412937	167.74
2675903167	215.28
2687453787	188.58
2651869805	220.32
2687453675	198.34
2690315620	239.46
2684623142	176.38
2519899743	215.48
2561511157	213.15
2684623075	213.61
2636415729	143.2
2512047070	189.87
2687453372	258.18
2568526157	190.29
2630968636	183.81
2718218010	177.41
2740891855	206.22
2740891832	217.51
2563367155	243.23
2651869790	263.59
2716884256	263.81
2731957964	216.5
2617271258	241.82
2643221959-cluster	233.87
2634166463	238.65
2636415699	237.7
2639763006-cluster	236.75
2615840658	247.76
2617271079-cluster	245.41
2708743150	238.63
2648501418	232.85
2731957655	236
2740892495	269.13
2651869806	298.62
650716010	153.69
2551306459	139.97
2630968645	172.87
2724679132	165.92
2636415844	194.27
2639763003-cluster	173.35
2718217745	188.02
2651869731	195.71
2690315818	134.86
2713897171	200.94
2713897172	202.8
2713897173	201.25
2713897174	201.66
2506783043	169.89
2515154121	152.92
2740891863	247.59
2513237385	163.55
2654588021-cluster	173.8
2574179736	208.23
2744054583	196.64
2636415762	203.28
2708742528	203.46
2630968600	174.51
2639763179	218.35
2636415827	235.86
2627853837-cluster	212.05
2600255092	307.61
2643221710	347.52
2643221949	344.32
2645727660	323.79
2643221709	307.75
2645727994-cluster	314.32
2681813049	343.64
2571042748	307.96
2636415473	307.41
2744054485	290.98
2740892493	279.9
2547132175	252.72
2671180330	313.5
2687453793-cluster	298.61
2728368993-cluster	300.33
2693429828	239.92
2636415861	224.25
2554235446	271.92
2506520047	267.41
2534681734	178
2585427643	176.67
2534681648	180.71
2744054487	270.97
2731957652	240.48
2568526233	277.57
2630968914	261.04
2645728028	323.15
649989909	335.53
2551306096	334.83
2648501128	299.91
2558860351	238.84
2609459902	237.97
2645727668	263.27
2630968442	207.66
2619619271	250.52
2731957653	166.73
2619619236	263.98
2648501240	273.28
2675903663	356.52
2681812999	316.39
2617271261	234.39
2731957661	309.42
2619619269	297.04
2627854039	260.04
2645727614	318.61
2654587627	253.77
2645727787	296.77
2690315881	252.56
2744054985	337.43
2738541295	327.09
2687453680	290.65
2716885053	414.99
2597490167	176.5
2645728032	299.47
2671180323	308.31
2731957657	285.71
2731957660	275.74
2547132161	272.66
2630968752	172.72
2636415895	182.62
2630968740	199.63
2547132184	186.45
2551306147	142.92
2675903365	148.83
2675903136	180.81
2675903005	145.68
2524023219	120.82
2547132169	203.16
2728369647	148.33
2609459992	191.44
2734481931	221.61
2734481981	232.78
2545824697	151.17
2690315889	227.71
2675903232	129.61
2675903221	159.92
2728369642	159.39
2667527554	204.93
2548876534	199.55
2648501296	185.5
2654587591	185.64
2617271237	304.78
2528311005	202.59
2627853938	253.86
2728369653	272.65
2645727623	174.25
2528768179	229.85
2654588106	179.18
2513237297	203.99
2619619214	214.62
2690315854	144.05
2671180221	118.09
2675902964	223.96
2645727753	205.87
2681812962	174.34
2675903149	191.63
2588253751	186.58
2551306121	209
2721755814	208.82
2728369661	205.81
2579779111	226.07
2617271113	237.23
2617271104	201.61
2654587738	263.42
2681813560	259.79
2721755549	263.09
2617271105-cluster	192.98
2588253731	203.85
2609460047	151.91
2675903131	226.7
2654587900	220.22
2513237186	225.28
2619619149-cluster	220.86
2523533634	204.42
2751185759	223.5
2531839525	200.14
2627854003	205.89
2524023192	232.39
2630968890	228.68
2524023244	192.82
2627853722	183.66
2519899587	130.5
2681813520	121.78
2681813511	142.45
2690315825	218.51
2585427714	209.16
2671180904	138.97
2630968384	230.94
2615840685	236.56
2751185732	218.93
2687453159	229.24
2744054592	223.85
2524023182	196.98
2684622999	257.44
2744054504	247.05
2554235469	187.44
2597490367	184.09
2579778851	167.62
2518645619	140.07
2576861273	237.72
2724679199	236.72
2731957677	231.01
2551306660	204.8
2671180223	121.65
2728369652	214.15
2585427654	213.73
2731957847	226.82
2609460088	233.52
2576861765	234.58
2576861788	234.74
2728369649	235.63
2728369641	265.44
2609459843	262.5
2609459771	249.3
2636415927	270.65
2728369651	211.15
2609459807	248.83
2648501690	227.23
2728369648	302.64
2556921655	279.6
2654588171	189.32
2651870176	169.55
2728369650	217.19
2617271034	205.87
2609460117	225.3
2609460133	220.29
2619619137	220.5
2675903022	189
2718217693	150.19
2636416020	175.28
2675903024	336.4
2675903018	242.58
2675903025	144.87
646564509	187.59
2510917027	298.21
2524023183	304.67
2545824688	289.57
2582580983	309.74
2643221814	375.06
2636415752	373.68
2654587872	353.51
2687453682	331.7
2651869678	362.76
2654587633	358.77
2576861658	315.06
2744054574	320.58
2654587731	408.94
2554235215	242.44
2571042366	274.78
2537561869	291.5
2556921055	289.49
2609460177	297.23
2744054657	280.54
2565956590	249.07
2728369700	92.15
2690315902	139.17
2547132035	205.13
2648501317	190.54
2734481901	186.15
2537561938	79.45
2634166354	146.12
2513237364-cluster	200.21
2585427816	184.92
2654587700	186.44
2563366727	158.28
2585427806	157.83
2636415786	116.03
2617271208	144.43
2660237909	91.6
2684622538	187.62
2660238575	106.6
2516493028	87.11
2588254259	110.21
647000218	45.78
2562617196	158.64
2513237332	240.53
2513237345	277.25
2531839268	268.71
2534682210	264.57
2636416135	247.72
2648501471	251.19
2721755756	244.75
649989945	244.1
2547132147	186.47
2648501420	168
2541047516	106.89
2687453280	117.04
650716036	69.82
2562617150	67.11
2671180815	75.6
2515154211	79.27
2744054991	119.06
2524614880	83.18
650377935	81.49
2551306369	198.34
2513237348	153.21
2562617161	157.87
2654587777	186.21
2619619136	139.36
2545824762	150.19
2561511227	147.26
2558860114	136.78
2574179703	157.96
2639762747	142.39
2562617000	167
2648501643	160.91
2698536744	165.25
2721755669	162.54
2519103100	136.9
2563366501	163.24
2558309071	159.64
2731957874-cluster	154.12
2744054712	159.31
2562617200	154.75
2558860168	154.42
2645727819	169.48
2576861771	155.9
2643221927	147.35
2556921111	162.53
2562617192	175.32
2687453348	124.25
2597490295	91.2
2597490271	75.74
2562617177-cluster	86.39
2681813063	63.81
2687453475-cluster	59.83
2687453481	85.86
2687453482	81.98
650716005	88.94
2524614650	83.27
2548877014	83.27
2687453573	87.2
2751185797	85.58
2687453476	72.65
647000207	84.04
2684623177	96.7
2622736585	67.97
2524614563	75.15
2531839288	76.42
2541046978	78.34
2513237358	64.62
2675903695	85.5
2531839287	66.95
2731957579	103.94
2684622850	92.53
2634166308	80.95
2675903648	85.91
2545555869	88.15
2737471637	155.63
2616644817	95.53
2731639256	137.6
2619619008	125.35
2609459999	105.07
2616644818	115.73
2518285549	47.19
2537561904	69.56
2574180433	124.07
2700989267	121.77
2576861831	216.89
2547132401	184.32
2579778520	206.14
2660238721-cluster	183.26
2700989263	197.18
2574179752	123.91
2698536812	119.48
2622736627	120.94
2563366580	116.1
2574179783	132.51
2579778522	117.48
2585427852	106.47
2576861400	124.96
2576861401	126.9
650716020	128.39
2654587580	123.17
2579778523	119.75
2634166280	133.41
2513237341	73.61
2634166323	137.25
2636415975	119.86
2519899603	37.05
2545824664	184.93
2579778621	207.79
647533135	141.21
648276637	146.75
649989933	152.53
2510461065-cluster	132.57
2511231133-cluster	131.93
2519103092-cluster	153.79
2519103119	152.4
2529292856-cluster	144.01
2531839258	134.92
2537561754	156.18
2537561761	136.63
2540341058-cluster	136.56
2541047540	141.92
2541047576	135.17
2541047587	152.25
2541047588	135.29
2546825512	144.18
2558860282	140.86
2558860353	147.84
2558860643-cluster	162.81
2558860645-cluster	168.57
2558860651	143.55
2558860652	168.36
2558860672-cluster	170.82
2558860675	146.89
2558860678	144.43
2558860690	167.39
2558860696	169.43
2558860702	167.92
2558860714-cluster	161.66
2558860715	161.37
2558860717	157.36
2558860719-cluster	141.65
2558860721	161.54
2558860722	168.77
2558860725	154.09
2558860729	150.29
2558860733	156.97
2558860756-cluster	144.44
2558860949-cluster	145.37
2562617149	138.26
2563366780-cluster	137.74
2563366783-cluster	153.81
2563366785	135.16
2563366791	144.75
2563366810	170.71
2563366816	150.78
2563367062-cluster	149.48
2565956507	152.16
2565956733	147.8
2565956734	143.32
2565956740	141.72
2565956741	171.38
2565956743	148.58
2565956744	170.1
2565956745	161.31
2565956751	141.79
2576861109	138.93
2576861586	127.1
2576861587	181.43
2576861600-cluster	143.29
2576861613	142.67
2576861614	131.29
2576861644	153.15
2576861695	162.88
2597490101-cluster	152.06
2609460175	145.44
2630968741	151.38
2654587649	143.28
2681813361	144.35
2718218019	130.1
2721755477	150.62
2545824662-cluster	186.69
2545824649	187.17
2558860912	187.55
2687453605	209.49
2541047449	254.68
2541047999	225.92
2558860916	224.29
2545824647	255.07
2558860908	254.01
2545824667	308
2558860914	308.01
2545824669	234.44
2554235108	227.72
2558860911	232.12
2541047446	154.85
2545824655	160.05
2565956832	152.77
2651869700-cluster	140.24
2667527828	156.52
2731957564	149.54
647000241-cluster	132.3
2510065006-cluster	140.59
2510065012	157.38
2510065013	151.63
2514752024	133.85
2519103062-cluster	144.7
2519103065	131.43
2519103067	141.7
2521172579	108.87
2526164709	139.12
2529292756-cluster	133.85
2529293273-cluster	148.15
2529293274	142.72
2529293279	132.9
2531839075	149.01
2531839106	124.28
2531839107	132.7
2531839110	142.26
2531839111	147.75
2531839115	145.8
2531839618	148.26
2534682309	140.21
2541047422-cluster	152.41
2541047423	153.81
2541047551	131.69
2541047994-cluster	156.77
2541047995	156.44
2541047996-cluster	157.39
2554235110	128.93
2554235111	129.19
2558860732-cluster	116.75
2558860735	133.61
2558860760	123.59
2558860762-cluster	122.32
2558860764	127.62
2558860765	110.66
2558860766-cluster	133.46
2558860767-cluster	134.23
2558860768	159.74
2558860769	135.9
2558860770-cluster	125.78
2558860774-cluster	122.78
2558860775	159.2
2558860776-cluster	135.41
2558860781	128.19
2558860790	133.96
2558860792	146.56
2558860793	129.92
2558860794	128.96
2558860796	154.21
2558860802	133.78
2558860803	129.7
2558860805-cluster	151.06
2558860807	141.9
2558860808	133.67
2558860810	147.76
2558860815	120.22
2558860816-cluster	125.54
2558860819	121.69
2558860821-cluster	126.34
2558860823-cluster	122.78
2558860825	123.41
2558860827	124.7
2558860829	121.16
2558860830	122.79
2558860831	124.98
2558860832	133.38
2558860837	147.08
2558860846-cluster	138.51
2558860847-cluster	145.77
2558860850	122.6
2558860859	135.39
2558860860	152.49
2558860861	153.64
2558860865	124.38
2558860871	135.94
2558860875	153.26
2558860880	141.96
2558860882	118.33
2558860890	128.28
2558860891	142.25
2558860892	126.45
2558860897	153.32
2565956806	135.19
2565956807	141.53
2576861578	171.35
2579778917	122.48
2600255027	122.36
2627853688	152.11
2627853775	125.57
2627853934-cluster	152.06
2627853974-cluster	114.72
2630968321-cluster	130.43
2630968437-cluster	115.71
2630968938	117.68
2671181005-cluster	121.01
2675903263	174.88
2675903350	150.33
2675903549	156.79
2675903637-cluster	159.74
2684622530	123.77
2684622635	154.67
2684622636	148.88
2684622639-cluster	151.83
2684622640	145.22
2687453318	140.97
2690316154	128.43
2718217861	164.76
2718217898-cluster	158.8
2724679048-cluster	109.43
2728369003	157.36
